"id","name","parent_id","date"
"42561","Staffel 2","33374",\N
"42562","Season 1","33116","2005-03-06"
"42563","Season 2","33116","2006-10-07"
"42564","Season 3","33116","2007-12-16"
"42566","Staffel 1","34962",\N
"42567","Staffel 2","34962",\N
"42568","Staffel 3","34962",\N
"42569","Staffel 4","34962",\N
"42570","Staffel 5","34962",\N
"42571","Staffel 6","34962",\N
"42572","Staffel 1","34910","1998-11-18"
"42573","Staffel 2","34910",\N
"42574","Staffel 3","34910",\N
"42575","Staffel 4","34910",\N
"42576","Staffel 5","34910",\N
"42577","Staffel 6","34910",\N
"42700","Season 1","42699","1994-01-16"
"42701","Season 2","42699","1994-12-04"
"42702","Season 3","42699","1996-04-01"
"43006","Season 1","43005","1990-05-19"
"43083","Staffel 1","43081","2010-08-24"
"43085","Staffel 2","43081","2012-12-04"
"43093","Staffel 1","43092","2009-12-10"
"43095","Staffel 2","43092","2010-12-23"
"43098","Staffel 1","43097","1987-05-06"
"43100","Staffel 2","43097","1989-04-04"
"43101","Staffel 3","43097","1990-12-18"
"43102","Staffel 4","43097","1992-04-03"
"43103","Staffel 5","43097","1993-04-02"
"43104","Staffel 6","43097","1996-02-16"
"43105","Staffel 7","43097","1996-05-17"
"43106","Staffel 8","43097","1999-03-26"
"43107","Staffel 9","43097","1999-06-11"
"43108","Staffel 10","43097","2001-12-07"
"43109","Staffel 11","43097","2002-03-15"
"43110","Staffel 12","43097","2004-01-02"
"43111","Staffel 13","43097","2004-03-26"
"43112","Staffel 14","43097","2005-12-30"
"43113","Staffel 15","43097","2006-05-05"
"43114","Staffel 16","43097","2007-12-28"
"43115","Staffel 17","43097","2009-01-02"
"43116","Staffel 18","43097","2009-04-03"
"43117","Staffel 19","43097","2011-01-28"
"43120","Staffel 1","43119","2001-04-18"
"43122","Staffel 2","43119","2002-03-27"
"43123","Staffel 3","43119","2003-03-28"
"43125","Staffel 4","43119","2004-04-02"
"43126","Staffel 5","43119","2005-12-16"
"43127","Staffel 6","43119","2006-12-29"
"43128","Staffel 7","43119","2008-04-11"
"43129","Staffel 8","43119","2009-03-27"
"43130","Staffel 9","43119","2009-09-04"
"43131","Staffel 10","43119","2011-03-11"
"43135","Staffel 1","43133","2006-12-01"
"43137","Staffel 2","43133","2008-02-29"
"43138","Staffel 3","43133","2009-03-27"
"43139","Staffel 4","43133","2010-05-07"
"43140","Staffel 5","43133","2011-05-20"
"43191","Staffel 1","43190","2007-02-01"
"43203","Season One","43202","1996-04-23"
"43205","Season Two","43202","1997-05-29"
"43287","Season 1","43286","2003-05-20"
"43354","Season 1","43352","2009-03-22"
"43355","Season 2","43352","2010-11-07"
"43362","Staffel 1","43361","2005-02-11"
"43365","Staffel 2","43361","2007-09-01"
"43369","Staffel 1","43367","2007-04-05"
"43371","Staffel 2","43367","2009-10-04"
"43381","Staffel 1","42474",\N
"43383","Season 1","43382","2009-07-30"
"43385","Season 2","43382","2011-01-04"
"43386","Season 3","43382","2011-06-28"
"43389","Staffel 1","43388","2007-09-29"
"43391","Staffel 2","43388",\N
"43392","Staffel 3","43388","2010-09-11"
"43396","Staffel 1","43394",\N
"43399","Staffel 1","43397",\N
"43401","Staffel 1","43400",\N
"43406","Staffel 1","43405","2009-03-26"
"43554","Season 1","43552","2008-02-20"
"43603","Season 1","43579","1997-09-11"
"43641","Staffel 1","43640",\N
"43642","Staffel 2","43640",\N
"43643","Staffel 3","43640",\N
"43644","Staffel 4","43640",\N
"43645","Staffel 5","43640",\N
"43646","Staffel 6","43640",\N
"43648","Staffel 1","43647",\N
"43650","Staffel 1","43649",\N
"43652","Staffel 1","43651",\N
"43653","Staffel 2","43651",\N
"43655","Staffel 1","43654",\N
"43656","Staffel 2","43654",\N
"43658","Staffel 1","43657",\N
"43659","Staffel 2","43657",\N
"43661","Staffel 1","43660","2004-12-01"
"43663","Staffel 1","43662","1998-10-15"
"43667","Season 1","43665","2002-05-24"
"43668","Season 2","43665","2005-08-19"
"43669","Staffel 3","43665",\N
"43671","Staffel 1","43670",\N
"43672","Staffel 2","43670",\N
"43673","Staffel 3","43670",\N
"43675","Staffel 1","43674",\N
"43677","Staffel 1","43676",\N
"43679","Season 1","43678","2010-08-21"
"43680","Season 2","43678","2013-05-08"
"43682","Staffel 1","43681",\N
"43685","Season 1","43684","1993-12-18"
"43688","Season 1","43687","1989-06-28"
"43695","Staffel 1","43693",\N
"43698","Staffel 1","43697",\N
"43701","Season 1","43700","2011-01-30"
"43784","Season 1","43783","2010-12-01"
"43855","Season 1","43853","1960-07-01"
"43880","Season 1","43878","1985-09-27"
"43915","Staffel 1","33320","2011-03-20"
"43926","Season 2","43286","2004-05-18"
"43974","Season 1","33319","2011-05-17"
"43982","Season 1","43980","2011-05-23"
"43984","Season 1","33456","2011-03-11"
"43998","Season 1","43996","2011-07-10"
"44003","Season 1","44000","2011-05-22"
"44106","Staffel 1","44105","2012-01-15"
"44108","Première Saison","44103","2004-11-15"
"44265","Staffel 3","21661","2011-02-16"
"44275","Temporada 1","44274","2002-10-18"
"44310","Season 1","44308","2003-05-18"
"44337","Season 1","44336","2009-06-06"
"44492","Season 1","44491","2003-01-21"
"44509","Season 11","16992","2010-05-19"
"44583","Season 1","44582","2002-01-11"
"44602","Season 2","19434","2011-05-17"
"44704","Season 4","32812","2000-05-05"
"44718","Season 2","21587","2011-05-12"
"44762","1","33115","2003-04-01"
"44781","Season 3","43286","2005-04-15"
"44833","Season 7","7352","2011-05-15"
"44845","Staffel 2","26814","2011-03-03"
"44850","Season 1","44650","2001-05-22"
"44852","Season 2","44650","2002-05-07"
"44854","Staffel 1","44853","1986-10-03"
"44858","Staffel 8","44853","1994-05-19"
"44987","Season 1","44985","2011-03-26"
"45001","Season 1","36323","2010-08-20"
"45047","Season 1","45046","2005-04-11"
"45050","Season 1","45049","1984-10-19"
"45052","Season 3","44650","2002-11-19"
"45053","Season 4","44650","2003-05-20"
"45054","Season 5","44650","2003-11-25"
"45148","Season 2","45046","2005-11-14"
"45149","Season 3","45046","2006-05-08"
"45150","Season 4","45046","2006-11-20"
"45151","Season 5","45046","2008-05-05"
"45152","Season 6","45046","2009-04-27"
"45169","2007/2010 Specials - Tenth Doctor","1671","2010-01-01"
"45180","Season 1","32970","1975-05-07"
"45292","Season 2","41272","2004-11-28"
"45376","Season 1","45375","2002-03-27"
"45393","Season 1","45392","2009-08-24"
"45407","Season 1","45406","2008-10-03"
"45451","Season 1","45450","2002-12-05"
"45560","Season 1","33197","2010-02-15"
"45610","Season 2","33197","2011-05-21"
"45881","Season 1","45880","2007-03-05"
"46009","Season 2","36323","2012-01-28"
"46020","Season 1","46019","2011-01-27"
"46049","Staffel 1","46047","2008-12-11"
"46062","Staffel 6","46060","2009-03-11"
"46093","Mighty Morphin Power Rangers 1","8006","1993-10-04"
"46094","Mighty Morphin Power Rangers 2","8006","1994-07-21"
"46095","Mighty Morphin Power Rangers 3","8006","1995-09-02"
"46096","Power Rangers Turbo","8006","1997-04-19"
"46097","Power Rangers in Space","8006","1998-02-06"
"46098","Power Rangers Lost Galaxy","8006","1999-02-06"
"46099","Power Rangers Lightspeed Rescue","8006","2000-02-12"
"46100","Power Rangers Time Force","8006","2001-02-03"
"46101","Power Rangers Wild Force","8006","2002-02-09"
"46102","Power Rangers Ninja Storm","8006","2003-02-15"
"46103","Power Rangers Dino Thunder","8006","2004-02-14"
"46104","Power Rangers S.P.D.","8006","2005-02-05"
"46105","Power Rangers Mystic Force","8006","2006-02-20"
"46106","Power Rangers Operation Overdrive","8006","2007-02-26"
"46107","Power Rangers Jungle Fury","8006","2008-02-18"
"46448","Season 1","33099","2003-05-19"
"46508","Season 4","46507","2005-03-02"
"46525","Season 2","29474","2004-03-13"
"46589","Single Father, Series 1","46587","2010-10-28"
"46612","Season 3","31611","2010-12-04"
"46663","Season 1","46662","2001-02-18"
"46705","Season 2","32970","1976-03-31"
"46783","Season 4","16761","2011-09-09"
"46932","Season 1","46930","2006-05-19"
"47140","2004","47091",\N
"47142","2005","47091",\N
"47143","2006","47091",\N
"47216","Series One (Mini Series)","47169","1979-09-10"
"47226","Staffel 1","47225","1976-11-26"
"47228","Staffel 2","47225","1977-11-25"
"47284","Season 1","47283","2006-05-17"
"47551","Season 3","27476","2011-05-16"
"47630","Staffel 1","47629","2007-04-07"
"47668","Series 1 - Mini Series","47662","1984-01-16"
"47701","Staffel 1","47708","2007-05-07"
"47721","Season 1","45993","2009-01-31"
"47741","Season 3","32970","1977-04-04"
"47899","Season 2","28318","2011-05-17"
"47921","Season 3","45353","2003-04-11"
"47991","Season 1","47987","1975-10-11"
"47993","Season 36","47987","2011-04-02"
"48009","Season 1","32232","1975-03-07"
"48041","Season 1","33450","2011-05-16"
"48144","Staffel 2","30730","2011-06-20"
"48146","Staffel 2","30733","2011-06-20"
"48162","Staffel 5","27063","2011-04-29"
"48169","Staffel 1","48168","2008-05-21"
"48251","Season 1","48250","2011-12-12"
"48293","Season 1","48292","1998-05-07"
"48295","Season 3","48292","2000-12-07"
"48351","Season 2","24900","2011-05-09"
"48510","Season 5","6082","2005-05-19"
"48536","Season 2","33099","2004-05-10"
"48653","Series 1","48646","2011-04-18"
"48656","Season 8","2495","2012-05-17"
"48663","Season 9","3530","2012-05-15"
"48690","Season 12","16992","2011-05-18"
"48722","Staffel 1","36998","2008-12-24"
"48740","Season 3","6287","2008-05-21"
"48762","Season 6","6287","2011-05-18"
"48787","Season 1","33454","2011-03-11"
"48888","Season 1","48882","2005-05-11"
"48892","Season 1","48880","2011-01-01"
"48904","Season 4","32970","1978-03-13"
"48978","2. Staffel","48977","2008-10-06"
"48979","1. Staffel","48977","2007-10-29"
"48993","3. Staffel","48977","2009-11-12"
"48996","4. Staffel","48977","2010-05-06"
"48998","5. Staffel","48977","2011-04-28"
"49098","Season 1","49097",\N
"49131","Season 1","49130","1978-12-16"
"49205","Season 1","49204","1980-05-04"
"49235","Season 2","49130","1979-12-22"
"49331","Season 1","49330","1996-06-02"
"49337","Season 3","49130","1981-01-10"
"49344","Season 22","36","2011-05-22"
"49503","Season 3","33255","2008-01-04"
"49528","Season 4","33255","2008-05-02"
"49614","Season 4","7067","2010-03-10"
"49667","Staffel 1","49665","1999-10-04"
"49670","Staffel 3","49665","2002-02-24"
"49703","Season 5","18899","2000-02-04"
"49782","Staffel 1","49781","2010-05-28"
"49783","Staffel 2","49781","2011-04-15"
"49803","Season 5","32970","1979-03-19"
"49904","Staffel 1","49902","2000-05-20"
"49907","Staffel 2","49902","2001-05-19"
"49910","Staffel 3","49902","2002-05-13"
"49989","Season 1","49988","2011-01-12"
"50065","Season 4","49130","1982-01-02"
"50168","Staffel 1","50167","1997-09-13"
"50169","Staffel 5","50167","2001-11-23"
"50242","Season 2","27865","2011-02-09"
"50267","Season 1","32812","1997-05-16"
"50457","Season 1","50456","2003-05-12"
"50623","Season 1","34026","2009-11-22"
"50636","Season 6","32970","1980-05-12"
"50663","Season 2","12286","2009-06-29"
"50815","Season 1","50812","2011-06-10"
"50972","Staffel 1","50971","2003-08-25"
"50974","Staffel 2","50971",\N
"50975","Staffel 3","50971",\N
"50976","Staffel 4","50971",\N
"50980","Season 1","50979","2010-08-18"
"50982","Staffel 1","32936","1980-01-09"
"50987","Series 1","50986","1972-02-25"
"51023","Series 1","51022","2011-05-22"
"51152","Season 1","51151","2009-10-24"
"51180","Season 2","51151","2011-08-20"
"51279","Blackpool, S1","51278","2004-11-11"
"51283","Season 7","32970","1981-05-11"
"51326","Season 1","33904","2009-08-27"
"51441","Series 1","51440","2006-03-09"
"51442","Series 2","51440","2007-04-12"
"51443","Series 3","51440","2008-04-08"
"51444","Series 4","51440","2009-08-14"
"51499","Season 1","39131","2011-06-19"
"51524","Staffel 3","36837","2004-04-19"
"51727","Season 7","51726","2012-08-05"
"51756","Season 5","51726","2006-11-25"
"51813","Season 1","51581",\N
"51814","Season 1 (2)","51582",\N
"51815","Season 1 (3)","51584",\N
"51837","Staffel 1","51835","2008-10-10"
"51866","Staffel 1","51863","2001-01-01"
"51872","Staffel 1","51871","2005-01-01"
"51948","Staffel 1","51946","2007-01-01"
"51981","Season 8","32970","1982-05-10"
"52044","Season 1","52043","2006-08-02"
"52159","Staffel 1","32114","2000-01-10"
"52190","Staffel 1","33219",\N
"52227","Staffel 1","52226","1998-07-06"
"52232","Staffel1","52230","2004-10-04"
"52243","Staffel 1","52242","1995-04-06"
"52244","Staffel 1","10038","2002-01-01"
"52248","Staffel 1","52247","2003-10-06"
"52286","Series 1","52285","2010-05-19"
"52290","Staffel 2","52285",\N
"52316","Staffel 1","52303","2002-01-01"
"52323","Season 1","52322","2011-08-03"
"52332","Staffel 1","52331","2006-09-20"
"52335","Season 1","52334","1998-04-01"
"52348","Staffel 1","52344","1993-01-01"
"52366","Staffel 1","52365",\N
"52415","Staffel 1","52414","1998-01-01"
"52427","Staffel 1","52426","2006-01-01"
"52475","Staffel 1","52474","2001-01-01"
"52498","Staffel 1","52497","2011-01-01"
"52523","Season 1","52522","2007-01-07"
"52525","Staffel 2","52522","2008-07-06"
"52529","Staffel 1","52528","2011-04-01"
"52549","Season 4","26469","2011-10-09"
"52554","Season 4","15180","2011-05-16"
"52556","Staffel 1","52552","2010-01-01"
"52565","Season 2","23138","2009-04-01"
"52566","Season 9","32970","1983-03-21"
"52567","Season 3","23138","2010-04-19"
"52568","Season 4","23138","2011-09-14"
"52595","Season 4","20564","2011-05-16"
"52600","Season 1","52599","2007-08-26"
"52603","Staffel 6","34438","2011-05-06"
"52609","Staffel 2","34951","2008-03-16"
"52612","Staffel 3","34951","2009-04-12"
"52615","Staffel 4","34951","2010-05-30"
"52618","Staffel 5","34951","2011-04-24"
"52624","Allô Police","52511","1970-07-20"
"52642","Season 1","34189","2006-12-17"
"52645","Season 2","34189","2008-09-07"
"52648","Season 3","34189","2010-10-24"
"52651","Season 6","28267","2009-05-18"
"52654","Season 7","28267","2010-05-17"
"52657","Season 8","28267","2011-05-17"
"52681","Staffel 5","33475","2012-01-15"
"52690","Season 4","41107","1979-05-15"
"52716","Staffel 1","8949","1999-03-01"
"52719","Staffel 2","8949","2000-01-01"
"52721","Staffel 3","8949","2001-01-01"
"52723","Staffel 4","8949","2002-01-01"
"52725","Staffel 5","8949","2003-01-01"
"52726","Staffel 6","8949","2004-01-01"
"52727","Staffel 7","8949","2005-01-01"
"52728","Staffel 8","8949","2006-01-01"
"52729","Staffel 9","8949","2007-01-01"
"52730","Staffel 10","8949","2011-01-01"
"52737","Staffel 11","8949","2009-01-01"
"52738","Staffel 12","8949","2010-01-01"
"52743","Staffel 13","8949","2011-01-10"
"52758","Staffel 9","36851","2002-01-01"
"52761","Season 1","52760","2011-05-13"
"52798","Staffel 1","52797","2011-09-16"
"52837","Season 1","52835","2011-08-07"
"52890","Season 1","52889","2011-03-21"
"52913","Season 2","52889","2012-03-19"
"52947","Season 1","52945","1994-05-08"
"53054","Season 1","53052","2004-04-29"
"53057","Season 2","53052","2005-06-27"
"53061","Staffel 1","53060","1966-12-05"
"53066","Staffel 1","53065","1967-05-08"
"53071","Staffel 1","53070","1999-05-29"
"53075","Staffel 2","53070","1999-08-28"
"53096","Season 2","27927","2005-01-30"
"53097","Season 3","27927","2006-02-05"
"53259","Season 2","23830","2007-12-15"
"53286","Season 1","53285","1991-11-03"
"53294","Season 1","53292","2001-06-30"
"53519","Season 1","53423","1997-02-15"
"53572","Staffel 1","53570","2003-11-22"
"53575","Staffel 2","53570","2005-02-25"
"53578","Staffel 3","53570","2005-11-11"
"53584","Staffel 1","53583","2006-08-26"
"53586","Staffel 2","53583",\N
"53587","Staffel 3","53583",\N
"53588","Staffel 4","53583","2010-01-01"
"53608","Series 1","53607","1970-01-11"
"53611","Series 2","53607","1970-12-22"
"53613","Series 3","53607","1973-01-18"
"53615","Series 4","53607","1974-12-05"
"53661","Monty Python's Fliegender Zirkus","53607","1972-12-18"
"53690","Staffel 1","53689","2011-01-01"
"53985","Staffel 24","2483","2011-03-15"
"54068","Staffel 1","54067","1997-04-02"
"54096","Season 1","54095","2004-05-21"
"54098","Season 2","54095","2005-04-22"
"54102","Higurashi no Naku Koro ni Rei","53603","2009-03-25"
"54113","Staffel 1","54112","2003-01-01"
"54183","Season 1","54182","2011-05-30"
"54221","Season One","54220","2009-04-04"
"54222","Season Two","54220","2010-06-07"
"54223","Season Three","54220","2011-06-20"
"54234","Staffel 1","54233",\N
"54270","Season 1","54269","2006-12-30"
"54272","Season 2","54269","2007-12-29"
"54273","Season 3","54269","2009-06-27"
"54277","Season 1","54275","1999-05-22"
"54282","Staffel 1","54228","2010-06-08"
"54285","Staffel 2","54228","2011-07-05"
"54310","Season 1","54306","2010-09-07"
"54313","Season 2","54306","2011-09-08"
"54333","Season 1","54332",\N
"54374","Series 1","54373","2011-03-29"
"54405","Season 1","54402","2011-09-26"
"54416","Season 1","54415","2004-04-28"
"54417","Season 2","54415","2005-03-28"
"54418","Season 3","54415","2006-03-27"
"54419","Season 4","54415","2007-03-12"
"54420","Season 5","54415","2008-04-21"
"54421","Season 6","54415","2009-04-13"
"54500","Series 1","54499","2004-02-24"
"54503","Series 2","54499","2005-03-08"
"54506","Series 3","54499","2006-02-21"
"54509","Series 4","54499","2007-02-27"
"54513","Series 5","54499","2008-04-15"
"54516","Series 6","54499","2009-05-12"
"54519","Series 7","54499","2010-05-11"
"54522","Series 8","54499","2011-10-25"
"54538","Season 6","2543","2011-05-19"
"54545","Season 1","189707","2011-06-06"
"54566","Season 1","54565","2003-01-01"
"54596","Season 1","54595","1985-12-20"
"54634","Season 6","8098","2011-12-18"
"54773","Season 1","54771","2001-08-26"
"54814","Season 1","54813",\N
"54819","Season 2","33650","2009-12-01"
"54822","Season 3","33650","2010-11-30"
"54885","Season 1","54770",\N
"54898","Season 2","33904","2011-02-24"
"54919","Series 2","36026","2012-01-15"
"54984","Staffel 1","54983","2011-05-26"
"55012","Season 1","55011","2011-09-08"
"55037","Season 1","55036","2012-03-05"
"55065","Staffel 1","55064","1996-04-23"
"55105","Staffel 1","55104","2011-08-15"
"55134","Season 2","46930","2007-05-11"
"55210","Season 1","55209","2007-05-07"
"55219","Season 2","55209","2010-04-26"
"55229","Season 1","55228","2011-09-08"
"55246","Season 1","33486","2007-03-22"
"55249","Season 2","33486","2008-04-14"
"55252","Staffel 3","33486","2009-03-26"
"55255","Staffel 4","33486","2010-03-18"
"55258","Staffel 5","33486","2011-03-17"
"55479","Season 1","55478","2012-05-07"
"55512","Season 1","55511","1995-01-15"
"55555","Season 1","55554","2011-05-25"
"55581","Season 1","55574","2011-06-19"
"55586","Season 2","55574","2012-06-17"
"55619","Season 01","55618","1996-08-12"
"55654","Staffel 1","55653","2007-01-01"
"55658","Staffel 1","55657",\N
"55714","Season 11","6082","2011-05-12"
"55738","Season 1","33255","2005-05-01"
"55865","Season 1","55864","1967-04-22"
"55868","Season 2","55864","1968-03-17"
"55870","Season 3","55864","1969-04-20"
"55872","Season 4","55864","1970-03-29"
"55874","Season 5","55864","1971-03-17"
"55876","Season 6","55864","1972-02-26"
"55878","Season 7","55864","1973-03-30"
"55895","Season 1","32151","1982-07-08"
"55946","Staffel 1","55945","2002-01-01"
"55993","Season 1","55992","1986-12-14"
"56014","Season 2","34026","2010-12-07"
"56044","Season 1","56043","1996-02-02"
"56064","Season 1","48853","2010-11-17"
"56165","Season 5","8131","2012-05-10"
"56173","Season 2","17209","2012-03-18"
"56307","Season 1","56306","1995-02-03"
"56308","Season 2","56306","1995-12-28"
"56309","Season 3","56306",\N
"56324","Staffel 1","56150","2009-01-01"
"56378","Season 1","56375","1993-12-12"
"56414","Staffel 1","56413","1978-10-08"
"56422","Staffel 1","8362","1978-01-01"
"56440","Higurashi no Naku Koro ni Kira","53603",\N
"56590","Season 1","56589","2009-05-14"
"56591","Season 2","56589","2010-05-20"
"56592","Season 3","56589","2011-05-19"
"56593","Season 4","56589","2012-05-10"
"56607","Season 1","56606","2008-02-24"
"56644","Series 1","56642","2009-12-14"
"56651","Series 2","56642","2010-12-20"
"56660","Erste Staffel","56658","1959-04-21"
"56669","Staffel 1","56668","2011-10-31"
"56681","Season 1","56680","1973-04-12"
"56733","Season 1","56732","2011-05-02"
"56969","Staffel 1","56896","2011-04-06"
"57184","Staffel 1","57183","2002-01-01"
"57265","Season 2","44985","2011-12-26"
"57314","Season 2","56606","2009-03-22"
"57402","Season 1","57401","2004-07-11"
"57465","Season 1","57464","1982-12-11"
"57468","Season 1","57467","1971-01-01"
"57540","Season 1","32099","1996-04-02"
"57548","Season 1","32988","2011-05-23"
"57571","Season 2","33319","2012-04-10"
"57596","Staffel 1","57595",\N
"57632","Season 4","34633","2012-01-06"
"57658","Staffel 1","57657","2012-02-14"
"57677","Season 1","53824","2010-06-05"
"57709","Season 10","6095","2011-06-26"
"57761","Series 1","57760","1996-10-17"
"57787","Season 1","57786","2008-06-28"
"57811","Staffel 1","57809","2011-10-29"
"57834","Season 1","57833","2004-04-06"
"57837","Season 1","57836","2011-01-01"
"57840","Season 1","57839","2010-04-01"
"57842","Season 1","32117","2001-01-01"
"57846","Season 1","32104","1993-02-27"
"57856","Staffel 1","57855","1987-04-06"
"57870","Staffel 1","57869","2005-10-03"
"57876","Season 2","28801","2010-02-17"
"57952","Season 3","56606","2010-03-28"
"58019","Season 4","38753","1997-05-08"
"58091","Staffel 1","58090","1983-07-11"
"58275","Season 1","58274","1978-03-28"
"58278","Season 8","6082","2008-05-15"
"58334","Season 1","58333","1998-09-12"
"58484","Season 1","58483","2010-01-07"
"58522","Season 1","58521","1995-02-04"
"58543","Season 5","38753","1998-05-14"
"58580","Season 2","58521","1996-09-28"
"58621","Season 3","58521","1997-03-04"
"58647","Season 4","58521","1998-01-15"
"58775","Staffel 1","58774","1997-07-21"
"58789","Staffel 2","58774","1998-08-03"
"58792","Staffel 3","58774","1999-08-18"
"58795","Staffel 4","58774","2000-08-02"
"58798","Staffel 5","58774","2001-06-25"
"58988","Season 4","56606","2011-03-27"
"58989","Season 5","56606","2012-03-25"
"59152","Season 1","59117","2013-02-01"
"59180","Staffel 1","59179","2013-01-01"
"59195","Staffel 1","59194","2011-06-12"
"59222","Season 7","59205","2006-02-12"
"59225","Season 10","17920","2013-05-09"
"59264","ti","41279",\N
"59280","Season 2","38753","1995-05-05"
"59469","Season 1","59468","2003-11-04"
"59582","Staffel 1","59581","2004-01-01"
"59637","Staffel 1","59636","2010-04-22"
"59978","Season 8","7352","2012-05-13"
"59988","Season 4","31611","2011-12-24"
"60002","Season 3","38753","1996-05-03"
"60022","Season 2","16220","2008-06-12"
"60045","Season 1","51701","2012-05-08"
"60139","Season 1","34781","2007-09-09"
"60152","Alpha Alpha - Erste und letzte Staffel","60151","1972-08-02"
"60188","Season 9","17920","2012-05-17"
"60208","Season 7","11987","2012-05-14"
"60249","Staffel 3","26814","2012-03-01"
"60266","Staffel 1","60264",\N
"60324","Season 4","15639","2011-03-27"
"60352","Season 2","43700","2011-11-27"
"60386","Season 2","39131","2012-06-03"
"60387","Season 7","6342","2012-05-18"
"60419","Series 1","60418","1995-05-26"
"60432","Season 1","60408","1998-02-07"
"60452","Judex (1917) - Staffel 1","59564","1917-02-14"
"60604","Tih-Minh Staffel 1","60603","1919-02-15"
"60660","Season 1","55670","2011-12-21"
"60680","Series 3","60679","1991-03-10"
"60692","Season 1","60690","2005-11-17"
"60700","Season 2","60690","2011-03-27"
"60701","Season 3","60690","2012-01-22"
"60749","Season 2","33450","2012-05-14"
"60800","Season 2","36897","1985-05-13"
"60807","Season 1","60778","2008-03-03"
"60810","Season 1","42581","2005-12-21"
"60815","L'orpheline - Staffel 1","56371",\N
"60841","Season 1","60839","1979-04-10"
"60876","Season 3","36897","1986-05-12"
"60899","Season 4","36897","1987-05-28"
"61025","Season 4","15862","2012-05-17"
"61053","Staffel 3","30730","2012-05-07"
"61055","Staffel 3","30733","2012-05-07"
"61107","Season 1","32935","1974-01-01"
"61121","Season 4","12843","2011-09-11"
"61122","Season 5","12843","2012-08-26"
"61135","Season 2","28101","2011-05-12"
"61137","Season 3","28101","2012-05-17"
"61220","Season 1","51769","2012-05-17"
"61232","Season 1","51695","2012-05-18"
"61263","Season 3","28801","2010-12-19"
"61357","Season 5","31923","2012-10-13"
"61406","Season 1","61405","2008-10-15"
"61418","Season 3","19434","2012-05-15"
"61517","Season 6","38753","1999-05-13"
"61562","Season 1","61561","1995-02-15"
"61579","Season 1","18018","2005-05-23"
"61653","Season 5","21803","2012-06-10"
"61670","Season 1","61669","1994-07-20"
"61671","Season 2","61669","1995-05-21"
"61682","Season 1","46409","2011-12-19"
"61696","Season 1","47358","2012-05-31"
"61770","Season 1","61769","2004-07-15"
"61843","Season 4","27476","2012-05-07"
"61907","Season 1","61906","1990-05-02"
"61915","夏目友人帳 / Natsume Yūjinchō","61909","2008-07-07"
"61933","Season 5","15639","2012-04-01"
"61938","Series 1","61937","2005-12-15"
"61939","Series 2","61937","2007-07-31"
"62003","Season 1","62002","2010-05-19"
"62004","Season 2","62002","2011-05-25"
"62005","Season 3","62002","2012-05-23"
"62007","Season 1","62006","2009-02-24"
"62021","Season 8","1704","2012-05-21"
"62058","Season 3","32790","2010-12-07"
"62073","Staffel 1","62071",\N
"62094","Season 7","38753","2000-05-11"
"62129","Season 1","62128","1971-01-20"
"62147","Season 1","62146","2002-01-01"
"62207","Season 1","38697","2010-05-19"
"62208","Season 2","38697","2011-05-25"
"62209","Season 3","38697","2012-05-23"
"62307","Season 3","21587","2012-05-10"
"62320","Season 1","35519","2010-09-13"
"62331","Season 7","19259","2012-08-13"
"62467","Staffel 3","2477","2008-12-12"
"62506","Season 4","15122","2012-05-11"
"62554","Die Deutschen II","62552","2010-12-14"
"62556","Die Deutschen I","62552","2008-11-25"
"62615","Season 8","38753","2001-05-11"
"62683","Season 5","16803","2012-05-15"
"62823","Season 3","41062","2012-04-02"
"62916","Season 2","28388","2011-03-15"
"62935","Season 4","12666","2011-12-13"
"62974","Season 1","62973","2004-03-01"
"63083","Series 1","63081","2012-03-29"
"63084","Series 2","63081","2013-02-19"
"63164","Kommissarin Lund - Das Verbrechen II","34945",\N
"63165","Kommissarin Lund - Das Verbrechen III","34945",\N
"63171","Season 2","27187","2011-12-11"
"63234","Season 1","63233","1990-02-04"
"63259","Staffel 3","54228","2013-07-23"
"63287","Series 1","63286","2012-06-21"
"63301","Book One: Air","63299","2012-06-23"
"63339","Season 1","63337","2003-12-25"
"63340","Season 2","63337","2006-01-29"
"63341","Season 1","63338","2001-04-22"
"63448","Season 1","30896","2006-01-01"
"63504","Season 23","36","2012-05-20"
"63508","Season 10","2367","2012-05-20"
"63510","Season 15","3992","2011-11-16"
"63512","Season 16","3992","2012-11-07"
"63516","Staffel 5","19836","2012-01-31"
"63518","Season 3","27550","2012-05-22"
"63519","Season 5","20564","2012-05-14"
"63521","Season 9","21507","2017-02-20"
"63523","Season 5","15180","2012-01-27"
"63595","Season 7","23184","2011-09-25"
"63629","Season 1","51914","2011-12-18"
"63630","Season 2","51914","2012-12-16"
"63641","Season 9","33268","2004-05-21"
"63671","Season 3","27187","2012-12-02"
"63803","Season 1","35887","1983-07-20"
"63804","Season 2","35887","1986-02-20"
"63805","Season 3","35887","1987-10-22"
"63806","Blackadder Goes Forth","35887","1989-11-02"
"63807","Season 8","23391","2012-05-10"
"63817","Season 2","31203","2011-07-03"
"63818","Season 3","31203","2012-11-25"
"63831","Season 8","6342","2013-05-15"
"63843","Staffel 2","44000","2012-06-17"
"63845","Säsong 1","63844","2008-12-10"
"63846","Säsong 2","63844","2009-12-16"
"63847","Staffel 3","44000","2013-06-16"
"63869","Season 5","15122","2013-01-18"
"63870","Staffel 4","30730","2013-04-22"
