"id","parent_id","root_id"
"1113","4","4"
"1115","1","1"
"1116","3","3"
"1119","3","3"
"1122","3","3"
"1123","3","3"
"1124","117","1"
"1125","35","1"
"1126","35","1"
"1131","9","9"
"1133","1131","9"
"1134","1131","9"
"1135","1131","9"
"1137","1131","9"
"1139","1131","9"
"1140","1131","9"
"1141","1131","9"
"1144","1131","9"
"1145","1054","9"
"1146","1145","9"
"1147","1145","9"
"1148","1145","9"
"1149","1145","9"
"1150","1131","9"
"1151","1054","9"
"1152","1151","9"
"1153","1151","9"
"1155","18321","8"
"1156","18321","8"
"1157","6192","8"
"1158","18321","8"
"1159","6080","8"
"1160","409","8"
"1161","1291","8"
"1162","10","9"
"1163","1162","9"
"1164","1162","9"
"1165","1162","9"
"1166","10","9"
"1167","1166","9"
"1168","1166","9"
"1169","9","9"
"1170","1169","9"
"1171","1169","9"
"1172","1169","9"
"1174","3711","8"
"1176","1171","9"
"1178","1052","9"
"1179","1170","9"
"1180","1170","9"
"1181","1170","9"
"1182","1170","9"
"1183","1170","9"
"1185","1170","9"
"1187","1170","9"
"1188","1170","9"
"1189","3681","8"
"1191","1295","8"
"1192","1295","8"
"1193","5996","8"
"1195","1170","9"
"1196","279","8"
"1197","279","8"
"1199","1295","8"
"1200","1295","8"
"1201","1295","8"
"1202","1295","8"
"1203","1171","9"
"1204","1171","9"
"1205","1171","9"
"1206","1171","9"
"1207","1171","9"
"1208","1295","8"
"1209","1025","8"
"1210","1172","9"
"1211","1172","9"
"1212","1172","9"
"1213","9","9"
"1214","1213","9"
"1215","1213","9"
"1216","1213","9"
"1217","1213","9"
"1218","1213","9"
"1219","1213","9"
"1220","1213","9"
"1221","1213","9"
"1222","1223","8"
"1223","1295","8"
"1224","2135","8"
"1225","6282","8"
"1226","1189","8"
"1227","3737","8"
"1228","1688","8"
"1233","1189","8"
"1240","10032","8"
"1241","1293","8"
"1242","2155","8"
"1244","1295","8"
"1245","279","8"
"1246","1166","9"
"1248","1295","8"
"1249","1250","7"
"1250","7","7"
"1252","236","8"
"1253","6054","8"
"1254","6027","8"
"1258","279","8"
"1261","3696","8"
"1262","3689","8"
"1266","4627","8"
"1269","6078","8"
"1274","3928","8"
"1279","3674","8"
"1280","6110","8"
"1281","1295","8"
"1282","1059","9"
"1284","3714","8"
"1286","4052","8"
"1287","836","8"
"1288","6147","8"
"1290","17789","8"
"1291","17533","8"
"1292","3789","8"
"1293","3789","8"
"1294","6110","8"
"1295","3789","8"
"1296","8","8"
"1297","3713","8"
"1299","6152","8"
"1302","3758","8"
"1303","6152","8"
"1307","964","8"
"1308","1284","8"
"1310","461","8"
"1312","3731","8"
"1313","1312","8"
"1315","774","8"
"1316","1189","8"
"1317","6186","8"
"1318","6115","8"
"1319","6119","8"
"1321","8532","8"
"1322","262","8"
"1323","3790","8"
"1325","1716","8"
"1326","2040","8"
"1327","2724","8"
"1328","5995","8"
"1329","1290","8"
"1330","6217","8"
"1331","6052","8"
"1332","6147","8"
"1333","3928","8"
"1334","693","8"
"1335","3934","8"
"1336","1876","8"
"1337","6096","8"
"1338","6039","8"
"1340","6876","8"
"1342","461","8"
"1343","1691","8"
"1345","1604","8"
"1346","1691","8"
"1347","246","8"
"1348","1491","8"
"1349","6191","8"
"1350","1189","8"
"1353","1716","8"
"1356","6075","8"
"1357","3711","8"
"1358","511","8"
"1359","3693","8"
"1360","279","8"
"1361","1189","8"
"1362","90","8"
"1365","3803","8"
"1366","6112","8"
"1368","961","8"
"1369","451","8"
"1370","6152","8"
"1373","628","8"
"1374","6112","8"
"1375","6112","8"
"1376","6112","8"
"1377","1687","8"
"1378","1727","8"
"1379","6149","8"
"1380","6150","8"
"1381","4704","8"
"1382","6133","8"
"1383","6147","8"
"1384","6099","8"
"1385","7722","8"
"1388","6026","8"
"1389","6224","8"
"1391","90","8"
"1392","774","8"
"1394","1721","8"
"1395","6208","8"
"1396","10548","8"
"1399","6086","8"
"1402","6092","8"
"1403","6146","8"
"1404","1729","8"
"1406","1189","8"
"1407","90","8"
"1408","1361","8"
"1411","442","8"
"1412","322","8"
"1413","372","8"
"1414","6061","8"
"1415","10188","8"
"1416","1254","8"
"1417","6148","8"
"1418","3786","8"
"1419","6112","8"
"1420","1998","8"
"1421","268","8"
"1422","3805","8"
"1423","6320","8"
"1426","242","8"
"1427","519","8"
"1428","519","8"
"1429","2345","8"
"1430","3934","8"
"1432","3801","8"
"1433","1721","8"
"1435","6100","8"
"1437","6191","8"
"1438","6282","8"
"1439","3786","8"
"1440","3425","8"
"1441","2202","8"
"1442","3743","8"
"1443","1189","8"
"1444","6736","8"
"1445","3693","8"
"1447","279","8"
"1448","6046","8"
"1449","6154","8"
"1450","16486","8"
"1451","1728","8"
"1452","1014","8"
"1453","6243","8"
"1454","1600","8"
"1455","6162","8"
"1456","6099","8"
"1457","6098","8"
"1458","1174","8"
"1459","693","8"
"1460","6152","8"
"1461","6100","8"
"1463","1942","8"
"1464","6080","8"
"1465","1014","8"
"1467","346","8"
"1468","628","8"
"1469","3767","8"
"1470","6149","8"
"1471","889","8"
"1472","889","8"
"1474","889","8"
"1475","8607","8"
"1477","6075","8"
"1479","35","1"
"1480","19634","8"
"1482","1189","8"
"1483","6076","8"
"1484","11950","8"
"1485","6208","8"
"1486","3857","8"
"1487","1488","8"
"1488","19634","8"
"1489","1261","8"
"1490","1189","8"
"1491","1189","8"
"1492","1189","8"
"1495","6075","8"
"1496","1688","8"
"1497","1495","8"
"1498","736","8"
"1499","1189","8"
"1500","1030","9"
"1501","1715","8"
"1502","6092","8"
"1503","1728","8"
"1505","4870","9"
"1507","3756","8"
"1508","279","8"
"1510","4391","8"
"1511","1721","8"
"1514","242","8"
"1515","268","8"
"1516","6102","8"
"1517","6265","8"
"1518","6099","8"
"1520","1299","8"
"1521","3026","8"
"1522","6065","8"
"1523","6156","8"
"1524","6295","8"
"1525","322","8"
"1526","1284","8"
"1527","1721","8"
"1528","1293","8"
"1529","188","8"
"1530","6160","8"
"1531","1889","8"
"1532","6157","8"
"1533","6059","8"
"1534","3920","8"
"1536","2470","8"
"1539","2131","8"
"1540","1189","8"
"1541","1698","8"
"1543","14888","8"
"1544","19963","8"
"1545","1998","8"
"1546","451","8"
"1547","534","8"
"1548","6321","8"
"1549","6321","8"
"1550","6092","8"
"1551","6035","8"
"1552","3798","8"
"1553","6024","8"
"1555","1189","8"
"1556","279","8"
"1558","340","8"
"1559","798","8"
"1560","1653","8"
"1562","6190","8"
"1563","6190","8"
"1565","3026","8"
"1566","1284","8"
"1567","451","8"
"1568","1492","8"
"1569","514","8"
"1571","3795","8"
"1572","1332","8"
"1573","1543","8"
"1574","774","8"
"1575","3796","8"
"1576","3680","8"
"1577","1698","8"
"1578","1014","8"
"1580","3277","6"
"1582","957","8"
"1583","346","8"
"1584","2134","8"
"1585","2647","8"
"1587","3718","8"
"1589","6211","8"
"1590","6117","8"
"1591","1685","8"
"1594","3830","8"
"1595","3830","8"
"1597","1053","9"
"1599","3719","8"
"1600","6117","8"
"1601","372","8"
"1603","1576","8"
"1604","2543","8"
"1605","6041","8"
"1606","6001","8"
"1607","268","8"
"1608","5923","8"
"1610","1655","8"
"1611","1189","8"
"1612","3801","8"
"1613","1576","8"
"1615","6105","8"
"1617","1189","8"
"1618","6012","8"
"1619","3801","8"
"1620","3689","8"
"1621","6191","8"
"1623","1629","8"
"1624","6086","8"
"1625","1729","8"
"1626","3795","8"
"1627","1698","8"
"1628","1698","8"
"1629","409","8"
"1630","261","8"
"1631","6190","8"
"1632","19346","8"
"1635","3589","8"
"1636","5997","8"
"1638","6005","8"
"1639","6031","8"
"1640","6008","8"
"1642","429","8"
"1643","511","8"
"1644","3671","8"
"1645","3830","8"
"1647","3928","8"
"1648","1822","8"
"1649","254","8"
"1650","1189","8"
"1651","6118","8"
"1652","3425","8"
"1653","6110","8"
"1654","6205","8"
"1655","3786","8"
"1656","382","8"
"1657","74","8"
"1658","1841","8"
"1660","1313","8"
"1661","1662","8"
"1662","1295","8"
"1663","733","8"
"1664","738","8"
"1665","237","8"
"1666","1721","8"
"1667","442","8"
"1668","279","8"
"1669","658","8"
"1670","6320","8"
"1671","5349","8"
"1672","6136","8"
"1673","961","8"
"1674","6034","8"
"1675","1189","8"
"1679","6144","8"
"1680","1700","8"
"1681","6149","8"
"1682","3787","8"
"1683","6186","8"
"1684","6190","8"
"1685","6190","8"
"1686","1480","8"
"1687","1688","8"
"1688","3667","8"
"1689","3667","8"
"1690","1295","8"
"1691","3675","8"
"1692","6023","8"
"1694","12941","8"
"1698","6078","8"
"1700","279","8"
"1701","3930","8"
"1704","1189","8"
"1705","6079","8"
"1706","6222","8"
"1708","3673","8"
"1712","3730","8"
"1715","5997","8"
"1716","6069","8"
"1718","6017","8"
"1719","6016","8"
"1720","705","8"
"1721","6061","8"
"1726","6642","8"
"1727","6110","8"
"1728","3684","8"
"1729","3795","8"
"1731","6005","8"
"1732","1189","8"
"1734","628","8"
"1735","703","8"
"1737","1189","8"
"1738","1295","8"
"1739","3062","8"
"1740","6136","8"
"1741","511","8"
"1742","10534","8"
"1744","375","8"
"1745","6224","8"
"1746","3795","8"
"1749","1189","8"
"1750","6075","8"
"1751","3848","8"
"1752","1555","8"
"1755","1698","8"
"1756","6146","8"
"1757","3792","8"
"1759","6205","8"
"1760","6192","8"
"1761","10188","8"
"1764","705","8"
"1765","705","8"
"1766","705","8"
"1767","8547","8"
"1768","387","8"
"1769","3848","8"
"1770","705","8"
"1772","74","8"
"1773","1698","8"
"1774","2136","8"
"1775","5993","8"
"1776","2051","8"
"1777","18495","8"
"1778","10082","8"
"1779","14207","8"
"1780","1998","8"
"1781","5745","8"
"1782","3722","8"
"1786","1312","8"
"1787","1855","8"
"1788","3787","8"
"1789","6075","8"
"1790","6031","8"
"1792","658","8"
"1793","1189","8"
"1794","6297","8"
"1796","3423","8"
"1797","6138","8"
"1798","6040","8"
"1799","4439","8"
"1801","4439","8"
"1802","1491","8"
"1803","726","8"
"1804","726","8"
"1805","6048","8"
"1806","6092","8"
"1808","1605","8"
"1809","1161","8"
"1811","6095","8"
"1812","6149","8"
"1813","1279","8"
"1814","6014","8"
"1815","258","8"
"1816","6095","8"
"1817","6140","8"
"1819","1422","8"
"1820","3795","8"
"1821","6294","8"
"1822","3795","8"
"1823","876","6"
"1824","2535","8"
"1825","3756","8"
"1826","10161","8"
"1827","6013","8"
"1828","6098","8"
"1829","3737","8"
"1830","6110","8"
"1840","228","6"
"1841","74","8"
"1842","3787","8"
"1843","6115","8"
"1844","19549","8"
"1845","2733","8"
"1847","1856","8"
"1848","74","8"
"1849","627","8"
"1850","3831","8"
"1852","6017","8"
"1854","6136","8"
"1855","1295","8"
"1856","1293","8"
"1857","1887","8"
"1858","3803","8"
"1859","279","8"
"1860","6061","8"
"1861","254","8"
"1862","2813","8"
"1863","738","8"
"1864","6138","8"
"1866","5559","8"
"1867","6118","8"
"1869","18315","8"
"1872","1014","8"
"1873","6117","8"
"1874","1361","8"
"1876","6147","8"
"1878","6115","8"
"1879","472","8"
"1880","6103","8"
"1881","1159","8"
"1882","1935","8"
"1884","3421","8"
"1885","783","8"
"1886","738","8"
"1887","1159","8"
"1888","19588","8"
"1889","3696","8"
"1890","3795","8"
"1891","3795","8"
"1892","6075","8"
"1893","3743","8"
"1894","3730","8"
"1895","3729","8"
"1896","1897","8"
"1897","279","8"
"1898","612","8"
"1899","1240","8"
"1900","1729","8"
"1901","1998","8"
"1902","324","8"
"1904","3723","8"
"1906","3932","8"
"1908","1938","8"
"1909","2968","8"
"1912","3696","8"
"1913","270","8"
"1914","2580","8"
"1915","1916","8"
"1916","658","8"
"1917","1998","8"
"1918","1240","8"
"1919","1189","8"
"1921","657","8"
"1922","1422","8"
"1923","372","8"
"1924","985","8"
"1925","6102","8"
"1926","3796","8"
"1927","429","8"
"1929","2108","8"
"1930","262","8"
"1933","1284","8"
"1934","6126","8"
"1935","3693","8"
"1936","3699","8"
"1937","6005","8"
"1938","6110","8"
"1939","15526","8"
"1941","372","8"
"1942","6059","8"
"1944","1312","8"
"1945","3819","8"
"1946","6205","8"
"1947","6103","8"
"1948","2132","8"
"1949","15883","8"
"1950","10188","8"
"1952","5213","8"
"1953","3852","8"
"1954","3699","8"
"1955","3731","8"
"1957","548","8"
"1958","131","8"
"1959","2820","8"
"1960","6110","8"
"1961","1960","8"
"1962","462","8"
"1963","6222","8"
"1964","3689","8"
"1965","1935","8"
"1966","6222","8"
"1967","1692","8"
"1968","6190","8"
"1969","5997","8"
"1970","429","8"
"1971","1189","8"
"1972","5340","8"
"1974","1691","8"
"1975","6321","8"
"1976","6190","8"
"1977","1981","8"
"1978","1189","8"
"1979","3786","8"
"1981","279","8"
"1982","1189","8"
"1983","1189","8"
"1984","1279","8"
"1985","220","8"
"1987","7824","8"
"1988","8914","8"
"1990","6096","8"
"1991","2202","8"
"1992","1189","8"
"1993","6091","8"
"1994","1174","8"
"1995","2471","8"
"1998","6119","8"
"2000","8136","8"
"2001","262","8"
"2004","2181","8"
"2005","3786","8"
"2006","6075","8"
"2007","6031","8"
"2008","1174","8"
"2009","2471","8"
"2010","2471","8"
"2011","2471","8"
"2012","3424","8"
"2013","346","8"
"2014","6096","8"
"2015","6024","8"
"2016","3927","8"
"2019","6089","8"
"2020","6088","8"
"2021","18939","8"
"2024","279","8"
"2025","3796","8"
"2026","6102","8"
"2027","429","8"
"2029","279","8"
"2031","2036","8"
"2032","15319","8"
"2033","1449","8"
"2034","2036","8"
"2035","3675","8"
"2036","2035","8"
"2037","2035","8"
"2038","1605","8"
"2039","738","8"
"2040","6281","8"
"2041","3696","8"
"2042","1174","8"
"2043","1174","8"
"2045","5045","8"
"2047","1357","8"
"2048","462","8"
"2050","462","8"
"2051","6080","8"
"2052","6146","8"
"2053","1692","8"
"2054","3846","8"
"2055","6022","8"
"2056","3787","8"
"2058","6026","8"
"2059","6223","8"
"2060","17556","8"
"2061","1284","8"
"2062","3929","8"
"2063","6265","8"
"2064","3731","8"
"2065","3787","8"
"2066","1292","8"
"2067","3922","8"
"2068","2482","8"
"2069","19588","8"
"2070","6076","8"
"2071","1266","8"
"2072","1189","8"
"2073","6253","8"
"2074","3719","8"
"2075","279","8"
"2076","2495","8"
"2077","4809","8"
"2078","1174","8"
"2079","1174","8"
"2080","1189","8"
"2081","1998","8"
"2082","3805","8"
"2083","270","8"
