"movie_id","referenced_id","type"
"97653","97360",\N
"94566","9604",\N
"94566","41107",\N
"94566","111",\N
"97655","860",\N
"97655","44832",\N
"97655","174",\N
"96321","609",\N
"97432","620",\N
"97432","2366",\N
"97432","64552",\N
"4951","23717",\N
"11676","528",\N
"93450","76699",\N
"93450","63487",\N
"97152","10",\N
"97152","9338",\N
"97152","426",\N
"93454","295",\N
"93455","3530",\N
"93459","10",\N
"96079","23318",\N
"96080","51914",\N
"96085","539",\N
"96085","571",\N
"96085","574",\N
"98727","48139",\N
"98728","38753",\N
"98729","1891",\N
"98732","48139",\N
"98733","81495",\N
"98734","1648",\N
"10048","34390",\N
"10048","202",\N
"94568","601",\N
"94568","81232",\N
"94568","34144",\N
"94568","31917",\N
"97433","16550",\N
"96322","28318",\N
"98106","84208",\N
"9645","34546",\N
"4954","84",\N
"4954","202",\N
"9902","10669",\N
"5137","630",\N
"92129","11548",\N
"94672","1671",\N
"60640","597",\N
"60640","111",\N
"97168","9485",\N
"97153","39131",\N
"97153","10998",\N
"97153","482",\N
"98107","251",\N
"98107","38931",\N
"98107","923",\N
"97434","63",\N
"97434","1606",\N
"97434","1241",\N
"97434","154",\N
"97434","10779",\N
"96323","7340",\N
"96323","350",\N
"96323","10182",\N
"96323","32970",\N
"96324","10194",\N
"96324","9066",\N
"96324","25652",\N
"96324","119",\N
"96324","91633",\N
"94147","9800",\N
"94148","550",\N
"94149","1541",\N
"94150","26469",\N
"94151","274",\N
"94151","2504",\N
"97154","137",\N
"97154","923",\N
"97154","3170",\N
"81217","9066",\N
"81217","13194",\N
"81217","39131",\N
"81217","268",\N
"81217","272",\N
"81217","162",\N
"81217","103",\N
"81217","693",\N
"81217","184",\N
"81217","9475",\N
"81217","66754",\N
"81217","27550",\N
"81217","59361",\N
"81217","26469",\N
"81217","21803",\N
"59664","25652",\N
"86331","36891",\N
"86331","2034",\N
"86331","10117",\N
"94847","21507",\N
"98639","83981",\N
"98639","1406",\N
"98717","33148",\N
"98717","151",\N
"96150","8945",\N
"97435","10",\N
"97435","274",\N
"98719","17920",\N
"98719","10",\N
"98720","146",\N
"98720","945",\N
"98720","5173",\N
"98108","3525",\N
"21768","665",\N
"21768","87",\N
"21768","59435",\N
"97155","8006",\N
"49056","2864",\N
"49056","298",\N
"49056","4922",\N
"49056","4964","SpinOff"
"49056","275",\N
"49056","915",\N
"49056","85",\N
"49056","27550",\N
"49056","21507",\N
"49056","21803",\N
"49056","510",\N
"99133","10",\N
"99134","6347",\N
"99134","2493",\N
"99136","33650",\N
"99136","9066",\N
"99137","739",\N
"99137","773",\N
"99137","14171",\N
"99138","35519",\N
"99138","81279",\N
"99140","8587",\N
"99141","197",\N
"99143","2522",\N
"99143","54987",\N
"99144","32812",\N
"99145","25913",\N
"99145","54092",\N
"99145","64473",\N
"99145","2980",\N
"99145","10163",\N
"99149","5925",\N
"99149","27559",\N
"94848","81495",\N
"99150","86672",\N
"99151","1639",\N
"99152","11630",\N
"99152","11977",\N
"99152","9614",\N
"99153","10",\N
"99154","39131",\N
"98718","10",\N
"92103","63365","Remake"
"33446","31783",\N
"865","96645",\N
"865","151",\N
"99037","34",\N
"99037","64552",\N
"64158","966","Remake"
"98959","28318",\N
"97156","11814",\N
"97156","94963",\N
"86326","65329","Remake"
"1551","151",\N
"60676","99301",\N
"87061","10331",\N
"54532","9340",\N
"54532","1891",\N
"4953","11622",\N
"4953","754",\N
"4953","2366",\N
"4953","602",\N
"4953","30696",\N
"4953","9294",\N
"4953","1878",\N
"4953","2005",\N
"4953","9802",\N
"4953","854",\N
"4953","328",\N
"4953","89756",\N
"4953","2806",\N
"4953","10152",\N
"4953","9264",\N
"4953","65383",\N
"4953","11374",\N
"4953","508",\N
"4953","9327",\N
"4953","9286",\N
"4953","620",\N
"4953","19361",\N
"4953","170",\N
"4953","732",\N
"4953","694",\N
"4953","565",\N
"4953","10548",\N
"4953","9416",\N
"4953","5703",\N
"4953","21037",\N
"4953","96403",\N
"4953","6951",\N
"4953","5175",\N
"4953","10160",\N
"4953","120",\N
"4953","1552",\N
"4953","5919",\N
"4953","4824",\N
"4953","330",\N
"4953","37245",\N
"4953","11596",\N
"4953","5548",\N
"4953","8587",\N
"4953","10530",\N
"4953","806",\N
"4953","9786",\N
"4953","2666",\N
"4953","6466",\N
"4953","2657",\N
"4953","9491",\N
"4953","12616",\N
"4953","9400",\N
"4953","18877",\N
"4953","9532",\N
"4953","9799",\N
"4953","9759",\N
"4953","62",\N
"4953","244",\N
"4953","7340",\N
"4953","607",\N
"4953","4437",\N
"4953","19903",\N
"4953","56298",\N
"4953","12629",\N
"4953","1643",\N
"4953","9312",\N
"4953","10559",\N
"4953","807",\N
"4953","18848",\N
"4953","2157",\N
"4953","5967",\N
"4953","12142",\N
"4953","35479",\N
"4953","650",\N
"4953","47238",\N
"4953","38510",\N
"4953","8843",\N
"4953","87953",\N
"4953","2109",\N
"4953","77185",\N
"4953","11036",\N
"4953","8428",\N
"4953","1535",\N
"4953","38247",\N
"4953","15",\N
"4953","7233",\N
"4953","83",\N
"4953","653",\N
"4953","6404",\N
"4953","11234",\N
"94849","84",\N
"98955","89988",\N
"99038","15122",\N
"99038","2493",\N
"99039","17209",\N
"99039","3034",\N
"98961","176",\N
"99427","28444","SpinOff"
"99040","64552",\N
"99040","571",\N
"37358","5967",\N
"86326","27666",\N
"99041","8650",\N
"97157","85",\N
"27055","10249",\N
"27055","744",\N
"27055","151",\N
"27055","54595",\N
"27055","84",\N
"27055","78",\N
"27055","6068",\N
"27055","66008",\N
"27055","528",\N
"27055","414",\N
"27055","1891",\N
"27055","1892",\N
"27055","11",\N
"27055","1706",\N
"27055","25738",\N
"27055","645",\N
"27055","88774",\N
"27055","264",\N
"27055","847",\N
"27055","636",\N
"20854","1788","Remake"
"31521","23003",\N
"31521","679",\N
"96468","8131",\N
"9411","136",\N
"9411","31780",\N
"98957","10919",\N
"14741","88718","Remake"
"92083","8318",\N
"78161","18429","SpinOff"
"98963","274",\N
"98964","32994",\N
"42350","1493","Influence"
"42350","6716",\N
"42350","15586",\N
"62809","275","SpinOff"
"8844","630",\N
"8844","43853",\N
"75221","9066",\N
"8321","931",\N
"8321","37730",\N
"8321","716",\N
"8321","10",\N
"8321","1480",\N
"8321","2413",\N
"96469","1637",\N
"96469","1639",\N
"96469","1371",\N
"96469","4922",\N
"96469","11036",\N
"94851","9040",\N
"94851","10",\N
"86329","650",\N
"86329","305",\N
"86329","12",\N
"86329","2495",\N
"86329","9390",\N
"86329","12869",\N
"94163","64552",\N
"94163","84208",\N
"94163","10",\N
"9922","33129",\N
"9922","83849",\N
"9922","9349",\N
"9922","60251",\N
"98965","656",\N
"98965","639",\N
"98966","12589",\N
"39324","656",\N
"39324","151",\N
"95074","92755",\N
"95074","10143",\N
"95074","1934",\N
"95074","454",\N
"95074","745",\N
"97159","872",\N
"97159","43853",\N
"97159","10",\N
"97159","11549",\N
"11325","18288",\N
"11325","10098",\N
"11325","27377",\N
"11325","50214",\N
"11325","55842",\N
"9472","456",\N
"4638","945",\N
"4638","1570",\N
"4638","8961",\N
"4638","50027",\N
"4638","11134",\N
"4638","1089",\N
"4638","454",\N
"4638","994",\N
"4638","94726",\N
"4638","31917",\N
"4638","33363",\N
"4638","31858",\N
"4638","11358",\N
"4638","9091",\N
"4638","89251",\N
"4638","10649",\N
"4638","10650",\N
"4638","54451",\N
"4638","12624",\N
"9535","14480",\N
"9535","238",\N
"9535","348",\N
"9535","5547",\N
"10313","10",\N
"94852","10",\N
"20853","524",\N
"20853","4488",\N
"20853","9725",\N
"39763","497",\N
"95075","96547",\N
"95075","25913",\N
"95075","63602",\N
"95075","1671",\N
"9030","10389","Remake"
"9030","5402",\N
"99487","380",\N
"38139","528",\N
"38139","1570",\N
"38139","5039",\N
"78161","5189",\N
"78161","1089",\N
"101","10653",\N
"101","1856",\N
"101","1541",\N
"101","872",\N
"681","667",\N
"681","3170",\N
"62787","944",\N
"64212","916",\N
"64212","1637",\N
"1852","4421",\N
"1852","41107",\N
"1852","331",\N
"1852","49876",\N
"1852","9398",\N
"94853","35135",\N
"94515","90489",\N
"94166","10",\N
"94166","744",\N
"94166","1374",\N
"95210","69757",\N
"95210","603",\N
"99490","5547",\N
"99490","151",\N
"95215","597",\N
"97161","915",\N
"95222","15913",\N
"95223","83981",\N
"95225","89988",\N
"95226","595",\N
"326","84",\N
"27490","12",\N
"27490","1640",\N
"27490","1788",\N
"27490","845",\N
"97246","658",\N
"97248","8945",\N
"98055","32929",\N
"98062","1606",\N
"94516","32902",\N
"94516","2756",\N
"94516","679",\N
"98067","161",\N
"27492","11935",\N
"95077","22733",\N
"61545","10",\N
"61545","2864",\N
"95232","99652",\N
"94167","1374",\N
"94167","84208",\N
"97505","8358",\N
"98015","601",\N
"98124","453",\N
"98124","9735",\N
"99491","10340",\N
"98627","10",\N
"98627","151",\N
"98627","1159",\N
"99043","81495",\N
"27496","66594",\N
"99810","619",\N
"94517","31917",\N
"94517","82",\N
"6877","2690",\N
"6877","1891",\N
"97162","2522",\N
"97162","230",\N
"97162","77",\N
"97162","9040",\N
"97162","3130",\N
"96471","1271",\N
"96471","11209",\N
"99652","95232",\N
"99652","151",\N
"99652","1960",\N
"99652","63473",\N
"38924","21796","SpinOff"
"38887","21796","SpinOff"
"99914","69531",\N
"99914","59117",\N
"99914","787",\N
"99915","935",\N
"95833","263",\N
"95833","151",\N
"97163","6082",\N
"97163","274",\N
"97163","923",\N
"97163","170",\N
"97163","27333",\N
"94168","64552",\N
"101136","17343","Remake"
"49634","22094","SpinOff"
"45673","31917",\N
"45673","26301",\N
"45673","13",\N
"45673","29190",\N
"29219","656",\N
"94169","10",\N
"94169","202",\N
"94169","208",\N
"94169","151",\N
"97164","857",\N
"97164","8491",\N
"97164","2344",\N
"58370","34",\N
"58370","10",\N
"11353","528",\N
"11353","888",\N
"11353","98268",\N
"11353","28",\N
"11353","935",\N
"11353","628",\N
"99653","23144",\N
"99653","6576",\N
"99653","3083",\N
"99653","289",\N
"99653","56756",\N
"99653","9398",\N
"99812","10",\N
"2088","59182",\N
"2088","60251",\N
"95834","1250",\N
"94170","2657",\N
"36209","770",\N
"36209","295",\N
"92142","28",\N
"100081","151",\N
"100642","151",\N
"100642","328",\N
"100643","151",\N
"100643","9538",\N
"100578","18950",\N
"100578","10340",\N
"94514","10",\N
"94514","85472",\N
"94507","3530",\N
"100666","2504",\N
"19257","597",\N
"19257","10",\N
"19257","38931",\N
"19257","1271","Parody"
"19257","9802","Parody"
"75759","10",\N
"75759","10194",\N
"75759","88825",\N
"8838","34",\N
"101118","2667",\N
"100645","151",\N
"95835","95646",\N
"95835","10555",\N
"93125","1570",\N
"93127","14480",\N
"93131","348",\N
"100355","528",\N
"100710","274",\N
"100646","2883",\N
"100647","151",\N
"100647","10",\N
"100647","84",\N
"100647","401",\N
"9530","2323",\N
"9530","76565",\N
"9530","151",\N
"10854","2668",\N
"97876","630",\N
"100580","2504",\N
"97882","21772",\N
"100674","9836",\N
"95837","39131",\N
"95837","34",\N
"95837","601",\N
"95837","10453",\N
"99732","20994",\N
"101983","6082",\N
"100648","151",\N
"100649","137",\N
"99557","34",\N
"98824","34",\N
"98827","1006",\N
"61061","1366",\N
"61061","1367",\N
"61061","151",\N
"61061","60491",\N
"61061","11",\N
"61061","860",\N
"98830","84",\N
"100581","92525",\N
"99657","2667",\N
"100711","59435",\N
"59","10456",\N
"95838","10",\N
"65942","10633",\N
"65942","1879",\N
"10201","1271",\N
"10201","6069",\N
"10201","1858",\N
"10201","37807",\N
"10201","176",\N
"10201","671",\N
"10201","672",\N
"94581","32969",\N
"80150","630",\N
"80150","323",\N
"80150","10182",\N
"94582","26469",\N
"95704","86820",\N
"65973","30965",\N
"65973","9615",\N
"65973","787",\N
"65973","945",\N
"65973","46955",\N
"100582","691",\N
"100582","36026",\N
"94511","1606",\N
"94511","16215",\N
"101739","11685",\N
"8355","32140",\N
"8355","1891",\N
"101745","9485",\N
"95839","20870",\N
"95839","97458",\N
"95839","52371",\N
"95839","1671",\N
"100583","762",\N
"94512","17209",\N
"94512","81202",\N
"99659","10",\N
"95840","601",\N
"95840","26301",\N
"95840","1674",\N
"686","601",\N
"87684","1671",\N
"87684","36378",\N
"87684","10",\N
"87684","137",\N
"94134","10",\N
"9493","1370",\N
"9493","10973",\N
"9493","32282",\N
"9493","92664",\N
"102294","2864",\N
"94743","915",\N
"94743","10144",\N
"94745","9762",\N
"94746","75225",\N
"94747","1572",\N
"94747","562",\N
"94747","1573",\N
"94747","31610",\N
"94748","1746",\N
"94748","1654",\N
"94748","6964",\N
"94748","52542",\N
"94749","5547",\N
"94749","9922",\N
"94751","35135",\N
"94752","1570",\N
"94752","2005",\N
"94752","865",\N
"101567","1570",\N
"101567","43418",\N
"101567","230",\N
"101568","1621",\N
"101568","55401",\N
"101568","37116",\N
"101568","31828",\N
"99660","10182",\N
"99660","12687",\N
"101569","597",\N
"101569","1570",\N
"101569","380",\N
"101571","119",\N
"101571","619",\N
"101571","1797",\N
"101571","2543",\N
"101827","81495",\N
"101827","111",\N
"102124","49928",\N
"102124","93243",\N
"102125","1570",\N
"102126","31917",\N
"102126","6292",\N
"102126","197",\N
"101705","64552",\N
"90260","67405",\N
"38847","32967",\N
"90","642",\N
"102329","33268",\N
"99661","10",\N
"86321","10",\N
"10358","81495",\N
"10358","39284",\N
"10358","22904",\N
"10358","9504",\N
"10358","38791",\N
"10358","162",\N
"10358","814",\N
"10358","142",\N
"10358","28",\N
"10358","947",\N
"10358","923",\N
"10358","154",\N
"10358","157",\N
"10358","10328",\N
"10358","11850",\N
"10358","10",\N
"10358","114",\N
"10358","7442",\N
"10358","2864",\N
"98446","2366",\N
"98452","10",\N
"98452","8006",\N
"98457","923",\N
"98457","218",\N
"98461","9332",\N
"98462","92233",\N
"98462","429",\N
"98462","12263",\N
"98462","81495",\N
"98464","11",\N
"9021","90977",\N
"9021","5767",\N
"96","1369",\N
"96","9874",\N
"96","10456",\N
"96","645",\N
"12193","278",\N
"12193","114",\N
"12193","7442",\N
"102330","629",\N
"101707","64552",\N
"101707","5547",\N
"86324","348",\N
"86324","9426",\N
"86324","945",\N
"86324","500",\N
"86324","869",\N
"86324","66754",\N
"86324","2034",\N
"99663","8835",\N
"11618","15",\N
"11618","13143",\N
"11618","15113",\N
"11618","69353",\N
"46302","830",\N
"46302","151",\N
"46302","1705",\N
"46302","871",\N
"46302","30881",\N
"46302","1688",\N
"46302","87725",\N
"46302","31858",\N
"46302","10774",\N
"46302","34546",\N
"46302","10",\N
"46302","32967",\N
"32646","645",\N
"11074","34",\N
"44871","10",\N
"44871","881",\N
"808","603",\N
"2294","10",\N
"2294","18834",\N
"2294","10323",\N
"2294","9040",\N
"2294","11006",\N
"2294","713",\N
"2294","748",\N
"2294","11386",\N
"2294","10314",\N
"2294","489",\N
"2294","33188",\N
"2294","9827",\N
"2294","11455",\N
"2294","1648",\N
"2294","31780",\N
"2294","1832",\N
"2294","1844",\N
"2294","14480",\N
"2294","1709",\N
"2294","2255",\N
"2294","1641",\N
"2294","2155",\N
"2294","2602",\N
"2294","601",\N
"2294","2806",\N
"2294","10642",\N
"2294","10571",\N
"2294","23717",\N
"2294","37780",\N
"2294","38931",\N
"2294","5491",\N
"2294","19",\N
"2294","602",\N
"2294","2293",\N
"2294","415",\N
"1832","39986",\N
"1832","2108",\N
"1832","11814",\N
"1832","11522",\N
"1832","10",\N
"1832","601",\N
"1832","1701",\N
"1832","771",\N
"1832","645",\N
"1832","713",\N
"1832","1885",\N
"21108","557",\N
"21108","558",\N
"21108","603",\N
"61057","1621",\N
"61057","9322",\N
"61057","114",\N
"61057","2504",\N
"61057","645",\N
"61057","2522",\N
"698","840",\N
"698","289",\N
"102193","83981",\N
"2157","32967",\N
"2157","48876","Remake"
"93933","630",\N
"93933","31917",\N
"101332","10",\N
"101332","151",\N
"38981","12633",\N
"45668","84",\N
"45672","22733",\N
"81232","34144","Remake"
"25358","6003",\N
"93712","10",\N
"93712","966",\N
"85226","1794",\N
"31501","34165",\N
"93935","9461",\N
"9533","578",\N
"9533","70998",\N
"9533","91287",\N
"9533","10231",\N
"9533","788",\N
"9533","48430",\N
"9533","601",\N
"9533","105",\N
"9533","11454","Remake"
"101333","1541",\N
"61170","11",\N
"28106","2108",\N
"27278","1934","Parody"
"27278","10","Homage"
"103448","730",\N
"103454","10456",\N
"103454","59435",\N
"103223","95",\N
"99667","84",\N
"86322","8131",\N
"86322","5547",\N
"101334","202",\N
"101334","2495",\N
"101334","680",\N
"95119","9377",\N
"95119","37723",\N
"95119","3294",\N
"37692","35514",\N
"37692","31858",\N
"37692","85667",\N
"37692","76346",\N
"37692","21507",\N
"37692","226",\N
"99816","26469",\N
"99817","627",\N
"2135","151",\N
"99229","10919",\N
"27497","1598",\N
"64312","9885",\N
"103455","3090",\N
"103455","2028",\N
"99713","161",\N
"101335","104201",\N
"101335","91421",\N
"103600","42534",\N
"86525","278",\N
"86525","197",\N
"99668","5052",\N
"99668","11524",\N
"99668","934",\N
"99668","381",\N
"99668","937",\N
"99668","96",\N
"99668","251",\N
"99668","2980",\N
"99668","8819",\N
"9541","11455",\N
"9541","32065",\N
"9541","602",\N
"9541","4961",\N
"9541","607",\N
"9541","4232",\N
"9541","755",\N
"9541","88",\N
"9541","9276",\N
"9541","2142",\N
"9541","4247",\N
"9541","8545",\N
"9541","2048",\N
"95121","117",\N
"95121","39131",\N
"95122","528",\N
"95122","28",\N
"87022","10456",\N
"87022","609",\N
"4256","2344","Parody"
"4256","10615",\N
"4256","813","Parody"
"4771","6082",\N
"27502","31917",\N
"19489","86266","Remake"
"33586","10",\N
"33586","16550",\N
"99021","567",\N
"87690","10",\N
"2255","10",\N
"2255","32968",\N
"2255","6950",\N
"2255","151",\N
"103864","10911",\N
"103864","151",\N
"103661","161",\N
"16003","9888",\N
"102886","15470",\N
"5","10456",\N
"5","92174",\N
"1249","770",\N
"1249","51559",\N
"1249","11426",\N
"10012","33239",\N
"10012","104541",\N
"10012","653",\N
"10012","8917",\N
"10012","31783",\N
"10012","28444",\N
"7288","34546",\N
"7288","91398",\N
"7288","2133",\N
"1360","244",\N
"81756","9398",\N
"81756","1402",\N
"81756","1709",\N
"81756","164",\N
"81756","6639",\N
"81756","22904",\N
"9876","31917",\N
"27491","1213",\N
"27491","9540",\N
"27491","10802",\N
"6278","10",\N
"9266","27666",\N
"7457","111",\N
"7457","1006",\N
"8457","78",\N
"8457","3992",\N
"8457","65",\N
"8457","117",\N
"8457","50695",\N
"8457","2495",\N
"8457","550",\N
"8457","1575",\N
"8831","151",\N
"103603","34118",\N
"103603","10",\N
"103604","11455",\N
"104266","9343",\N
"104526","10",\N
"104527","42534",\N
"104528","805",\N
"104528","41288",\N
"104528","6082",\N
"104528","350",\N
"103662","31917",\N
"103662","9618",\N
"103662","41107",\N
"103662","813",\N
"104529","345",\N
"33817","37245",\N
"101090","305",\N
"101090","2150",\N
"101092","9322",\N
"102887","9479",\N
"102887","202",\N
"102887","62",\N
"103868","39131",\N
"103868","1575",\N
"103868","1825",\N
"97231","18235",\N
"97232","805",\N
"96475","4464",\N
"96476","84",\N
"96476","60438",\N
"96477","11234",\N
"4258","828",\N
"4258","13143",\N
"4258","2676",\N
"4258","9735",\N
"4258","597",\N
"4258","2667",\N
"4258","2504",\N
"4258","35914",\N
"4258","33879",\N
"4258","66754",\N
"4258","64795","Parody"
"4258","18235","Parody"
"4258","20694","Parody"
"4258","23164",\N
"4258","39324","Parody"
"4258","33875","Parody"
"4258","68772","Parody"
"4258","41973",\N
"4258","67867","Parody"
"4258","70239","Parody"
"9757","535",\N
"103869","59435",\N
"103869","2005",\N
"103866","32929",\N
"103866","17711",\N
"103866","11005",\N
"103663","92200",\N
"102888","32140",\N
"58473","1502",\N
"101994","8843",\N
"97234","39131",\N
"97234","40970",\N
"104336","9332",\N
"86320","13",\N
"86320","3992",\N
"86320","1570",\N
"81200","114",\N
"81200","624",\N
"81200","151",\N
"88842","33129",\N
"91767","62374",\N
"52199","202",\N
"31494","22761","Remake"
"81202","16550",\N
"104389","2504",\N
"104096","31514",\N
"104395","788",\N
"104974","34336","Remake"
"2112","37231","Remake"
"102889","151",\N
"102889","10",\N
"102889","34",\N
"37306","68941",\N
"37306","807",\N
"37306","422",\N
"98289","601",\N
"98289","12263",\N
"86770","3635",\N
"86770","597",\N
"86770","11846",\N
"86770","2864",\N
"89883","10489",\N
"105021","62",\N
"105021","975",\N
"105021","935",\N
"105021","802",\N
"105021","967",\N
"6073","32958",\N
"6073","43729",\N
"6073","13625",\N
"6073","13",\N
"104337","10919",\N
"104337","571",\N
"28367","8098",\N
"28367","11050",\N
"28367","208",\N
"28367","656",\N
"28367","861",\N
"9619","151",\N
"8869","11071",\N
"8869","745",\N
"49923","745",\N
"104390","11977",\N
"104621","84",\N
"104621","295",\N
"102890","151",\N
"105252","32641","SpinOff"
"8292","38799","Remake"
"104396","289",\N
"104396","508",\N
"104396","326",\N
"104396","105264",\N
"104396","639",\N
"104396","9734",\N
"98291","117",\N
"98291","84",\N
"99086","9377",\N
"104763","11685",\N
"104763","453",\N
"105297","13651","Remake"
"95254","289",\N
"796","208",\N
"796","967",\N
"926","151","Parody"
"926","96645",\N
"9928","10",\N
"9928","872",\N
"97415","6716",\N
"97415","32967",\N
"97415","3090",\N
"97415","81495",\N
"96294","240",\N
"96296","21507",\N
"96300","2366",\N
"104391","151",\N
"104623","13194",\N
"96301","9982",\N
"96438","873",\N
"96445","38931",\N
"99087","1542",\N
"11857","454",\N
"11857","1725",\N
"11857","1213",\N
"11857","9804",\N
"11857","98",\N
"11857","392",\N
"11857","21507",\N
"11857","81495",\N
"103525","11631",\N
"103525","295",\N
"104397","39131",\N
"104397","16550",\N
"146","105489","Influence"
"12490","10",\N
"104227","860",\N
"104227","9377",\N
"104227","105543",\N
"104227","37247",\N
"104227","32282",\N
"104227","9328",\N
"104227","12",\N
"104227","1637",\N
"104227","12444",\N
"97418","32967",\N
"97418","744",\N
"67751","69701",\N
"87783","11316",\N
"19106","50996","Remake"
"43046","2366",\N
"43046","1892",\N
"1402","32968",\N
"1402","34546",\N
"1402","1578",\N
"103526","788",\N
"103526","105758",\N
"104398","162",\N
"104398","10674",\N
"104398","63238",\N
"104340","8945",\N
"10862","34753",\N
"10862","26253",\N
"85957","1370",\N
"71601","27666",\N
"32310","21507",\N
"104393","151",\N
"104393","730",\N
"104393","403",\N
"104393","289",\N
"104341","87527",\N
"104341","64143",\N
"104625","744",\N
"104853","859",\N
"104100","35018",\N
"104855","14480",\N
"104855","41107",\N
"105030","17209",\N
"104399","39131",\N
"88395","4922",\N
"96744","31771",\N
"96744","56589",\N
"96744","2366",\N
"104394","5825",\N
"104394","9322",\N
"104394","771",\N
"105653","76787",\N
"105653","32994",\N
"105031","151",\N
"63428","21412",\N
"63428","154",\N
"63428","495",\N
"104342","771",\N
"25444","3601",\N
"105657","103",\N
"105657","10456",\N
"98233","745",\N
"98233","238",\N
"98234","6576",\N
"98234","9390",\N
"98237","528",\N
"98238","8536",\N
"103175","528",\N
"103177","754",\N
"103177","10330",\N
"103179","601",\N
"104400","62136",\N
"104400","9836",\N
"104400","2133",\N
"92223","10144",\N
"92223","1628",\N
"104644","106315",\N
"106324","41282",\N
"106324","96118",\N
"106324","8328",\N
"106324","29183",\N
"106324","36564",\N
"106324","7459",\N
"36154","6716",\N
"80347","840",\N
"80347","857",\N
"105655","87509",\N
"788","85506",\N
"788","92921",\N
"788","1709",\N
"105558","106475",\N
"104401","55670",\N
"104401","4978",\N
"5559","16828",\N
"81370","11839",\N
"81370","52542",\N
"105239","597",\N
"105239","11",\N
"105240","62001",\N
"105240","1891",\N
"54987","1788",\N
"105241","601",\N
"2185","31783",\N
"2185","1570",\N
"2185","31917",\N
"106533","76222","Remake"
"106539","403",\N
"106539","34390",\N
"106539","37247",\N
"106541","10",\N
"105659","304",\N
"105716","10",\N
"106545","96645",\N
"106545","238",\N
"106545","87567",\N
"2323","238",\N
"2323","11787",\N
"106663","2522","SpinOff"
"104129","90054",\N
"104130","90054",\N
"9038","64247","Remake"
"9038","11977",\N
"9038","2133",\N
"6023","680",\N
"6023","653",\N
"6023","96969",\N
"6023","1976",\N
"6023","56009",\N
"6023","3111",\N
"106675","1570",\N
"106681","27559",\N
"106682","11136",\N
"106683","609",\N
"106683","9728",\N
"90478","9485","Parody"
"90478","915",\N
"90478","64635",\N
"90478","11036",\N
"90478","22903",\N
"90478","8363",\N
"90478","26648",\N
"90478","42546",\N
"90478","6082",\N
"90478","3530",\N
"90478","93375",\N
"90478","21290",\N
"9825","10669",\N
"106749","234","Influence"
"106749","653","Influence"
"106749","964","Influence"
"106749","10728","Influence"
"106749","19","Influence"
"106749","55295","Influence"
"106749","3035","Influence"
"106749","6404","Influence"
"106749","81410","Influence"
"106750","653","Influence"
"106750","6404","Influence"
"106750","6114","Influence"
"106750","680","Influence"
"106750","9740","Influence"
"106750","1422","Influence"
"106749","7131",\N
"106751","1241","SpinOff"
"106378","694",\N
"106378","881",\N
"106379","845",\N
"106379","202",\N
"67867","811",\N
"106383","92754",\N
"70258","8960",\N
"73562","202",\N
"73562","10",\N
"10184","33148",\N
"10184","10",\N
"10184","106952",\N
"4248","9552","Parody"
"4248","8859","Parody"
"4248","11618","Parody"
"4248","6347",\N
"4248","9740","Parody"
"4248","10453",\N
"61403","43744","Remake"
"106444","5925",\N
"106444","5924",\N
"106444","10734",\N
"63974","63487","Parody"
"63974","1858",\N
"63974","1241",\N
"63974","865",\N
"63974","3176",\N
"63974","92525",\N
"63974","17920",\N
"63974","680",\N
"63974","26301","Parody"
"63974","597",\N
"63974","99987","Parody"
"63974","36891","Parody"
"63974","10143",\N
"63974","97110",\N
"63974","102109",\N
"27925","11209",\N
"104271","28721",\N
"106381","33001",\N
"106381","76346",\N
"4247","6116",\N
"4247","9552",\N
"4247","23717",\N
"4247","27666",\N
"4247","64808",\N
"4247","2667","Parody"
"4247","1934",\N
"4247","11831",\N
"4247","597",\N
"4247","2087",\N
"4247","424",\N
"4247","9600",\N
"4247","11455",\N
"4247","3601",\N
"4247","1541",\N
"4247","4995",\N
"4247","402",\N
"4247","18706",\N
"107014","528",\N
"106388","55003",\N
"1573","34",\N
"64070","38931",\N
"105684","89",\N
"105684","1637",\N
"105684","9493",\N
"104134","12869",\N
"9682","2673","Remake"
"10196","8472","Remake"
"89194","274",\N
"89194","10673",\N
"89194","35216",\N
"1954","807",\N
"1954","8467",\N
"106915","2344",\N
"107254","85674",\N
"107255","85171",\N
"106389","106728",\N
"107259","629",\N
"107268","98",\N
"107269","2989",\N
"106583","9485",\N
"106584","107296",\N
"88925","10907",\N
"88925","78510",\N
"88925","107303",\N
"88925","705",\N
"88925","107304",\N
"88925","1377",\N
"88925","802",\N
"9894","274",\N
"9894","34753",\N
"9894","202",\N
"9894","1167",\N
"9894","11327",\N
"9894","208",\N
"9894","2323",\N
"9894","858",\N
"9894","9804",\N
"9894","11165",\N
"9894","37723",\N
"107358","88","Remake"
"96027","343",\N
"10115","2150",\N
"106917","3167",\N
"9890","758",\N
"107525","12405",\N
"106390","14450",\N
"106390","151",\N
"70239","764",\N
"82335","9066",\N
"82335","94405",\N
"82335","106",\N
"82335","1637",\N
"82335","550",\N
"82335","8580",\N
"107177","278",\N
"107177","860",\N
"107177","10",\N
"107177","81495",\N
"104434","33462",\N
"38166","4552","Remake"
"25619","11",\N
"11918","557","Parody"
"106912","11522",\N
"106912","106",\N
"107179","562",\N
"106248","75296",\N
"83562","16550",\N
"83562","10456",\N
"51255","9332",\N
"106392","954",\N
"106393","10314",\N
"106393","84036",\N
