"movie_id","referenced_id","type"
"105414","111508",\N
"105414","10",\N
"105416","63944",\N
"105417","34",\N
"105417","2605",\N
"105417","10163",\N
"105417","528",\N
"105417","9980",\N
"105417","19054",\N
"108121","230",\N
"108123","10",\N
"108123","105",\N
"108123","1880",\N
"108125","2344",\N
"108125","151",\N
"108128","19054",\N
"108132","528",\N
"108132","10",\N
"111553","92525",\N
"111204","10453",\N
"111204","2504",\N
"109343","32929",\N
"111562","812",\N
"111564","3763",\N
"110846","7352",\N
"110849","111576",\N
"110849","2810",\N
"110850","88182",\N
"111207","788",\N
"111210","30965",\N
"89189","87283",\N
"111231","597",\N
"111349","85",\N
"111349","252",\N
"111349","12248",\N
"111582","599",\N
"111582","1621",\N
"111582","85",\N
"109227","744",\N
"112013","719","Remake"
"108664","8131","SpinOff"
"105468","63711","SpinOff"
"63711","105468",\N
"112186","8650","SpinOff"
"27211","1894","SpinOff"
"112188","91421","SpinOff"
"92085","1582",\N
"3386","1582",\N
"56375","1500","Influence"
"106914","6716",\N
"106914","645",\N
"109345","11824",\N
"14727","399","SpinOff"
"109228","77",\N
"109228","22706",\N
"109228","6292",\N
"110206","1893",\N
"110206","151",\N
"110206","26301",\N
"110206","2864",\N
"108454","185",\N
"108454","9426",\N
"108454","2662",\N
"108454","9552",\N
"108454","348",\N
"108454","679",\N
"108666","1759",\N
"111057","1368",\N
"1061","1892",\N
"93526","11522",\N
"93526","39986",\N
"93526","244",\N
"90661","996",\N
"90661","55070",\N
"90661","44334",\N
"90661","93228",\N
"90661","104297",\N
"90661","41651",\N
"90661","87814",\N
"90661","93183",\N
"90661","67695",\N
"90661","102487",\N
"90661","73966",\N
"90661","86567",\N
"90661","833",\N
"90661","92783",\N
"90661","975",\N
"90661","1941",\N
"90661","77354",\N
"90661","804",\N
"90661","103366",\N
"90661","967",\N
"36135","9495","Remake"
"12771","1366",\N
"39763","73",\N
"76070","32970",\N
"112316","1241","SpinOff"
"93102","7446",\N
"93102","2504",\N
"112321","119",\N
"112323","97",\N
"112334","10",\N
"82399","62",\N
"112337","10",\N
"74036","11497",\N
"24477","11497",\N
"73757","11497",\N
"80831","57411","SpinOff"
"31490","10",\N
"31490","1891",\N
"31490","86820",\N
"31490","23164",\N
"31490","28222",\N
"31490","9874",\N
"31490","10182",\N
"31490","733",\N
"31490","8077",\N
"31490","10328",\N
"31490","509",\N
"31490","2344",\N
"31490","748",\N
"31490","58536",\N
"109230","278",\N
"112120","1541",\N
"87639","11649",\N
"110237","1671",\N
"110237","151",\N
"110237","10",\N
"64274","151",\N
"108456","207",\N
"108456","8914",\N
"108456","89320",\N
"108456","9475",\N
"108453","2924",\N
"8975","111",\N
"8975","528",\N
"8975","10669",\N
"109948","2543",\N
"48941","14480",\N
"48941","280",\N
"112121","33268",\N
"112120","33268",\N
"110238","151",\N
"112530","102218",\N
"112530","31917",\N
"110851","10",\N
"110851","16638",\N
"111818","42534",\N
"110008","45238",\N
"110852","1671",\N
"110852","2979",\N
"110852","10",\N
"110852","208",\N
"112444","679",\N
"112367","12481",\N
"112367","9461",\N
"111825","157",\N
"111825","154",\N
"111825","2883",\N
"91961","22733",\N
"59277","15470",\N
"33930","88",\N
"33930","10998",\N
"33930","91541",\N
"33930","617",\N
"33930","1245",\N
"9992","11009",\N
"9992","680",\N
"33931","329",\N
"33931","766",\N
"33931","1960",\N
"33931","108",\N
"33931","17711",\N
"33931","154",\N
"33931","34799",\N
"42826","112920","Remake"
"57938","10",\N
"109951","163",\N
"109951","298",\N
"112704","33579",\N
"112704","10456",\N
"91363","56551",\N
"1273","6292",\N
"112376","76346",\N
"112376","9390",\N
"54248","289",\N
"54248","10112",\N
"54248","679",\N
"112445","11286",\N
"112445","32140",\N
"112445","85113",\N
"10207","22928",\N
"112604","6282",\N
"112369","208",\N
"62035","20299",\N
"112606","2504",\N
"111893","16550",\N
"111893","208",\N
"111893","31338",\N
"111893","20694",\N
"111893","9472",\N
"111893","45759",\N
"111893","2788",\N
"9039","34",\N
"9039","38931",\N
"9039","11704",\N
"9039","2108",\N
"110322","9003",\N
"95154","2810",\N
"95154","1168",\N
"95154","11",\N
"95154","1891",\N
"95154","70121",\N
"95154","1892",\N
"95154","9326",\N
"110854","102116",\N
"112377","2980",\N
"110962","11136",\N
"110963","10",\N
"110963","11136",\N
"110960","151","Influence"
"58736","49928",\N
"58736","111",\N
"58736","151",\N
"58736","10",\N
"91527","3964",\N
"91527","873",\N
"91527","18834",\N
"91527","137","Influence"
"137","32496",\N
"92176","1089","Remake"
"90237","8580",\N
"110323","111576",\N
"112448","102117",\N
"112706","859",\N
"112706","10",\N
"111197","113064",\N
"112877","1152",\N
"112877","32164",\N
"93350","8091",\N
"93350","11",\N
"93350","1891",\N
"93350","1892",\N
"93350","2034",\N
"113118","2504",\N
"112559","110133",\N
"110133","112559",\N
"113147","91541",\N
"25641","289",\N
"110324","9637",\N
"110324","10223",\N
"63240","33239",\N
"112701","151",\N
"112707","264",\N
"110965","60251",\N
"111198","55478",\N
"111198","10",\N
"111198","32970",\N
"111198","151",\N
"20868","597",\N
"95170","106",\N
"7278","2150",\N
"7278","727",\N
"7278","773",\N
"7278","106481",\N
"7278","23649",\N
"7278","10",\N
"7278","1445",\N
"7278","496",\N
"7278","1931",\N
"7278","1597",\N
"7278","1781",\N
"7278","559",\N
"7278","82310",\N
"7278","1575",\N
"7278","10194",\N
"7278","88987",\N
"7278","2810",\N
"7278","13194",\N
"7278","5039",\N
"113000","11286",\N
"112702","1825",\N
"111465","32970",\N
"111465","69538",\N
"113119","1351",\N
"9316","1535",\N
"112899","9277",\N
"112899","913",\N
"112899","90654",\N
"113001","34165",\N
"112880","601",\N
"84487","11773",\N
"84487","967",\N
"84487","430",\N
"102576","111576",\N
"102577","2980",\N
"102577","12263",\N
"102579","91633",\N
"102580","12869",\N
"102581","12869",\N
"102581","39131",\N
"102583","33188",\N
"102583","8392",\N
"103643","17209",\N
"103643","30965",\N
"105067","11977",\N
"105068","64473",\N
"105068","33148",\N
"105068","43729",\N
"105068","6519",\N
"105068","32046",\N
"105069","113064",\N
"105069","85",\N
"105070","162",\N
"105071","945",\N
"111256","104541",\N
"111259","15470",\N
"111261","31771",\N
"111261","39131",\N
"113413","30730","Remake"
"95690","151",\N
"33936","12268",\N
"33936","841",\N
"33936","33240",\N
"33936","10",\N
"33936","16962",\N
"33936","544",\N
"33936","3558",\N
"33936","22089",\N
"33936","13386",\N
"33936","22733",\N
"111721","36094",\N
"92753","12869",\N
"92753","30126",\N
"92753","601",\N
"92753","606",\N
"92753","328",\N
"92753","39131",\N
"92753","111",\N
"92753","9346",\N
"92753","578",\N
"40290","26066",\N
"65642","92525",\N
"65642","9332",\N
"65642","2344",\N
"113133","113479",\N
"113479","113133",\N
"110867","31783",\N
"63822","828",\N
"63822","830",\N
"63822","48876",\N
"63822","1709",\N
"63822","10",\N
"63822","840",\N
"63822","34",\N
"63822","10386",\N
"63822","863",\N
"63822","9806",\N
"113051","56756",\N
"113051","108103",\N
"111820","85",\N
"69395","28",\N
"69395","6292",\N
"110868","10194",\N
"113615","91349",\N
"113364","33065",\N
"90478","8098",\N
"88631","509",\N
"88631","13544",\N
"92774","1687",\N
"92774","62",\N
"112787","43853",\N
"112787","35638",\N
"112787","11511",\N
"113276","37723",\N
"113373","6576",\N
"113637","12263",\N
"26304","107404",\N
"104970","8580",\N
"97620","10611",\N
"97620","61882",\N
"97620","2504",\N
"97620","39986",\N
"97620","2787",\N
"97620","51914",\N
"97620","769",\N
"97620","39131",\N
"97620","10135",\N
"111381","76346",\N
"113524","9386",\N
"18278","1282",\N
"18278","36891",\N
"18278","1585",\N
"18278","218",\N
"18278","280",\N
"18278","63977",\N
"113342","11",\N
"88928","680",\N
"113705","3170",\N
"113532","956",\N
"113533","289",\N
"113374","2300",\N
"110763","83981",\N
"110766","202",\N
"110769","17711",\N
"110769","624",\N
"110775","104201",\N
"110776","202",\N
"110779","87567",\N
"110779","99158",\N
"111382","105264",\N
"503","551","Remake"
"79238","11474",\N
"113570","1825",\N
"113366","51701",\N
"113366","1371",\N
"110335","7270",\N
"87506","609","Remake"
"5951","102445",\N
"5951","4584",\N
"5951","10399",\N
"5951","10",\N
"108083","19347",\N
"108084","31917",\N
"113535","104201",\N
"108085","1241",\N
"109585","15",\N
"109585","157",\N
"109585","172",\N
"109590","41107",\N
"109591","680",\N
"109591","393",\N
"109591","50912",\N
"109591","11325",\N
"90705","41282",\N
"92398","11446","SpinOff"
"92398","85813",\N
"92398","35819",\N
"92398","59170",\N
"92398","89430",\N
"92398","92111",\N
"92398","26524",\N
"92398","1286",\N
"627","658",\N
"627","646",\N
"627","681",\N
"627","660",\N
"627","192",\N
"627","117",\N
"113571","32968",\N
"113659","5825",\N
"113659","1726",\N
"113906","15063",\N
"113932","10",\N
"113951","57387",\N
"110782","1051",\N
"110782","8917",\N
"110782","26469",\N
"113125","1671",\N
"113125","11360",\N
"63","82586",\N
"63","426",\N
"63","571",\N
"63","10514",\N
"63","845",\N
"63","213",\N
"63","539",\N
"87444","19103",\N
"87444","113455",\N
"87444","4882",\N
"87444","32638",\N
"87444","1654",\N
"113972","1585",\N
"113974","8006",\N
"114020","84",\N
"114028","10456",\N
"14577","151",\N
"96032","38697",\N
"110783","242",\N
"63958","10",\N
"113572","6557",\N
"113572","1575",\N
"113660","85",\N
"114032","12687",\N
"30871","32929",\N
"30871","10",\N
"30871","10489",\N
"45206","9671",\N
"114039","37730",\N
"114039","32967",\N
"75107","61119","Remake"
"113802","112187",\N
"30025","6716",\N
"114043","403",\N
"114044","8819",\N
"92440","63944",\N
"92440","1368",\N
"92440","845",\N
"12","694",\N
"92237","95",\N
"92237","229",\N
"89082","304",\N
"89082","872",\N
"114050","42398",\N
"114059","12500",\N
"114059","708",\N
"114059","645",\N
"114059","1286",\N
"114059","1701",\N
"114060","107",\N
"114060","278",\N
"114060","275",\N
"113641","13194",\N
"113641","9603",\N
"113641","114080",\N
"113641","9340",\N
"113641","14480",\N
"113641","8874",\N
"113641","694",\N
"113642","251",\N
"113642","9362",\N
"113642","694",\N
"113642","1788",\N
"113643","208",\N
"90658","114121","Remake"
"113650","59435",\N
"113650","1844",\N
"113652","597",\N
"113652","1606",\N
"113652","11584",\N
"113654","2667",\N
"113654","857",\N
"113654","581",\N
"113654","1648",\N
"113655","8091",\N
"113573","2810",\N
"113573","33886",\N
"112089","51726",\N
"114174","11977",\N
"114174","9665",\N
"114177","30965",\N
"112091","10",\N
"114310","34667",\N
"20230","101277",\N
"20230","475",\N
"93143","33224",\N
"56356","851",\N
"97638","2676",\N
"86164","730",\N
"86164","15913",\N
"86164","639",\N
"86164","1700",\N
"86164","90",\N
"69881","578",\N
"69881","1639",\N
"69881","1547",\N
"69881","119",\N
"69881","10999",\N
"95607","576",\N
"95608","114397",\N
"95610","9615",\N
"95610","6844",\N
"95611","947",\N
"95613","10456",\N
"95613","81495",\N
"95613","653",\N
"95613","84",\N
"95614","60505",\N
"95614","694",\N
"108165","61192",\N
"108165","3482",\N
"108166","41282",\N
"108167","62",\N
"108168","9626",\N
"108168","1575",\N
"108169","35018",\N
"108171","9387",\N
"108171","18706",\N
"108173","9552",\N
"108173","26469",\N
"114466","8050",\N
"114466","11690",\N
"114466","89",\N
"114466","2980",\N
"114466","942",\N
"114467","603",\N
"112093","11136",\N
"112094","10998",\N
"112094","10",\N
"114601","21748","Influence"
"114601","4232","Influence"
"114603","11499","Influence"
"114603","85657","Influence"
"114603","59421","Influence"
"114603","89783","Influence"
"114603","35216","Influence"
"114604","104201","Influence"
"114604","752","Influence"
"114604","84221","Influence"
"114604","91421","Influence"
"114604","91436","Influence"
"114604","23236","Influence"
"114605","5","Influence"
"114468","230",\N
"114469","202",\N
"114469","18884",\N
"114472","345",\N
"114474","1654",\N
"114474","10911",\N
"114474","642",\N
"114474","91288",\N
"114474","11046",\N
"114474","345",\N
"99850","8945",\N
"99850","653",\N
"99850","832",\N
"114644","5","Influence"
"114645","16141","Influence"
"114645","5","Influence"
"114642","5","Influence"
"114647","5","Influence"
"114648","10720","Influence"
"114648","5","Influence"
"114648","4952","Influence"
"114649","9923","Influence"
"114649","5","Influence"
"114650","5","Influence"
"114650","10466","Influence"
"114651","5","Influence"
"113998","528",\N
"73125","35207",\N
"114657","1924",\N
"85272","1585",\N
"114660","11286","Influence"
"114676","11286","Influence"
"114677","11286","Influence"
"114660","11282","Influence"
"91590","587",\N
"114692","15591","Influence"
"12178","114695",\N
"12178","114696",\N
"12178","114697",\N
"91166","10",\N
"91166","346",\N
"86576","89886","Remake"
"38780","2344",\N
"114754","694",\N
"19815","82951","Remake"
"95151","33112",\N
"95151","62136",\N
"95151","79511",\N
"95151","769",\N
"95151","9332",\N
"114769","88825",\N
"113613","1908",\N
"113613","61468",\N
"114816","10653",\N
"114866","103",\N
"82392","94252","Remake"
"113541","1366",\N
"113541","103",\N
"113541","10774",\N
"113541","770",\N
"113541","68600",\N
"113541","630",\N
"113541","596",\N
"113541","914",\N
"113541","11",\N
"66171","563",\N
"66171","10",\N
"66171","119",\N
"114822","680",\N
"35216","32046",\N
"35216","31917",\N
"35216","34144",\N
"35216","10673",\N
"114804","1648",\N
"114804","772",\N
"114804","771",\N
"114977","10",\N
"115048","592",\N
"115048","872",\N
"115051","147",\N
"115051","1628",\N
"115053","3767",\N
"115057","692",\N
"115057","3078",\N
"98708","230",\N
"15726","730",\N
"15726","103",\N
"15726","9779",\N
"15726","28",\N
"15726","275",\N
"15726","597",\N
"114824","28721",\N
"114824","578",\N
"114228","707",\N
"114229","2259",\N
"114229","609",\N
"114229","87506",\N
"114229","2980",\N
"115213","62132","Influence"
"114932","75221",\N
"114932","2980",\N
"114933","10",\N
"114933","35589",\N
"114933","85",\N
"95498","1745",\N
"95498","114",\N
"95498","92525",\N
"114806","6082",\N
"114806","2493",\N
"113922","9485",\N
"113922","773",\N
"113923","630",\N
"113927","3992",\N
"113699","453",\N
"113700","39131",\N
"113700","2344",\N
"113702","603",\N
"113702","106",\N
"113703","1671",\N
"113703","597",\N
"114270","528",\N
"114270","197",\N
"114270","328",\N
"114271","246",\N
"114681","264",\N
"115252","8810",\N
"15969","3078",\N
"107823","15659",\N
"107823","34144",\N
"107823","2495",\N
"107823","21507",\N
"107823","26469",\N
"107823","2504",\N
"107823","27666","SpinOff"
"108106","9485",\N
"108106","39131",\N
"113129","11368",\N
"113129","94277",\N
"115280","137",\N
"115280","1671",\N
"115280","27559",\N
"115281","278",\N
"115286","771",\N
"115288","274",\N
"114934","10",\N
"114934","84",\N
"114934","197",\N
"114934","35306",\N
"115344","19259",\N
"115369","264",\N
"115370","1501",\N
"115371","264",\N
"115371","872",\N
"115371","85506",\N
"115371","601",\N
"115372","15063",\N
"115372","8491",\N
"115372","10193",\N
"115373","10330",\N
"115373","9338",\N
"115373","289",\N
"115373","981",\N
"115374","106",\N
"115374","28",\N
"114189","115345",\N
"115345","114189",\N
"115345","114272",\N
"114272","115345",\N
"114272","115375",\N
"115375","114272",\N
"114189","21507",\N
"114272","1570",\N
"115375","528",\N
"115375","744",\N
"114190","10",\N
"114336","981",\N
"114336","694",\N
"114336","10625",\N
"114393","115412",\N
"114393","9355",\N
"114393","8091",\N
"114394","9354",\N
"114394","278",\N
"115243","102116",\N
"115243","91633",\N
"99988","1584","Remake"
"1584","91398",\N
"38812","871",\N
"1991","20320",\N
"1991","49245",\N
"1991","916",\N
"1991","89179",\N
"1991","132",\N
"1991","994",\N
"1991","92299",\N
"1991","14076",\N
"1991","63430",\N
"1991","9584",\N
"1991","348",\N
"1991","11286",\N
"1991","11522",\N
"1991","251",\N
"1991","603",\N
"1991","6082",\N
"1991","924",\N
"1991","9885",\N
"1991","4257",\N
"1991","10070",\N
"1991","1887",\N
"1991","1417",\N
"1991","10781",\N
"1991","1975",\N
"1991","214",\N
"1991","9793",\N
"1991","1562",\N
"1991","7737",\N
"1991","9679",\N
"88989","115455",\N
"9545","5039",\N
"115571","9277",\N
"114935","10",\N
"114935","84",\N
"115199","10",\N
"115591","8395",\N
"115591","9485",\N
"115592","28721",\N
"115592","35519",\N
"115594","17711",\N
"115596","500",\N
"115597","640",\N
"115599","41107",\N
"115608","6082",\N
"115632","162",\N
"115633","17209",\N
"115634","323",\N
"115638","9605",\N
"115640","10518",\N
"115088","10182",\N
"115088","10",\N
"115244","6716",\N
"115244","202",\N
"115671","1704",\N
"69983","576",\N
"54076","92525",\N
"101959","11036",\N
"101959","9390",\N
"111327","14480",\N
"111332","12",\N
"111332","77",\N
"111334","202",\N
"111335","1606",\N
"115679","59435",\N
"115679","10489",\N
"115680","92525",\N
"115680","11824",\N
"115681","27609",\N
"115682","30823",\N
"115683","453",\N
"115686","1570",\N
"115200","6716",\N
"115200","10",\N
"115687","8945",\N
"114987","11036",\N
"114987","25630",\N
"114988","9489",\N
"114989","6292",\N
"114989","1800",\N
"114990","114",\N
"114990","915",\N
"115215","92525",\N
"115090","264",\N
"115090","3034",\N
"2251","8286","Remake"
"114809","93375",\N
"1597","744",\N
"104467","601",\N
"97636","88",\N
"97636","10",\N
"104469","829",\N
"104517","916",\N
"104517","117",\N
"104518","10456",\N
"104518","91086",\N
"104521","9040",\N
"104521","38498",\N
"104521","70942",\N
"104521","1051",\N
"104521","916",\N
"104521","32994",\N
"105094","857",\N
"104693","105832",\N
"104693","1575",\N
"105099","34165",\N
"115501","8819",\N
"115501","104676",\N
"115501","1570",\N
"115501","10",\N
"115502","1709",\N
"115502","528",\N
"33697","31609",\N
"33697","380",\N
"109967","2980",\N
"15594","10456",\N
"15594","41107",\N
"15594","274",\N
"15594","9386",\N
"15594","79442",\N
"15594","5559",\N
"15594","7840",\N
"15594","155",\N
"109156","1585",\N
"115849","79013",\N
"115578","3595",\N
"93374","10625",\N
"93374","1797",\N
"93374","9603",\N
"93374","1588",\N
"93374","4951",\N
"93374","11036",\N
"93374","197",\N
"93374","2108",\N
"115246","528",\N
"115246","558",\N
"115246","199",\N
"115246","26469",\N
"115346","154",\N
"115346","528",\N
"110049","2504",\N
"110049","645",\N
"115503","99987",\N
"115503","1570",\N
"115504","748",\N
"115504","52517",\N
"115504","9820",\N
"115504","528",\N
"115648","2504",\N
"95645","571",\N
"114828","8945",\N
"114830","96645",\N
"115060","380",\N
"115060","1369",\N
"115062","1880",\N
"115062","10135",\N
"115062","10",\N
"115063","252",\N
"115063","118",\N
"115272","58536",\N
"115273","31917",\N
"110051","881",\N
"115347","2883",\N
"115583","2864",\N
"115583","10924",\N
"115778","915",\N
"115774","69757",\N
"115582","10",\N
"115584","202",\N
"115584","1570",\N
"21921","534",\N
"116249","10",\N
"19966","43801","Remake"
"115585","36890",\N
"10555","2366",\N
"10555","48478",\N
"115779","8864",\N
"115780","28247",\N
"115780","621",\N
"115771","6716",\N
"115771","76346",\N
"115771","81773",\N
"115771","28721",\N
"115771","107866",\N
"115771","41107",\N
"115772","845",\N
"16093","6082",\N
"16093","9543",\N
"16093","19824",\N
"16093","111063",\N
"115816","23401",\N
"11635","10",\N
"44539","653",\N
"115349","9485",\N
"1649","1149",\N
"1649","9552",\N
"1649","11587",\N
"1649","21751",\N
"116049","562",\N
"116049","155",\N
"115586","771",\N
"116053","9390",\N
"116053","238",\N
"109160","10",\N
"84824","91841",\N
"112773","95418",\N
"112773","39787",\N
"112773","264",\N
"115163","25738",\N
"116410","65258","Remake"
"36515","1575",\N
"116427","13194",\N
"95640","10161",\N
"95640","41596",\N
"95640","601",\N
"95640","645",\N
"95640","95",\N
"95640","99",\N
"55374","78",\N
"55374","328",\N
"55374","528",\N
"55374","8487",\N
"55374","142",\N
"55374","1788",\N
"55374","83567",\N
"55374","679",\N
"55374","602",\N
"55374","116428",\N
"55374","90342",\N
"116061","13194",\N
"116062","535",\N
"115818","10489",\N
"110275","102091",\N
"116051","840",\N
"116051","113424",\N
"116051","59435",\N
"116051","35267",\N
"116051","861",\N
"116052","10",\N
"116213","11033",\N
"116237","93375",\N
"116237","59540",\N
"116237","244",\N
"116237","10730",\N
"116237","254",\N
"116237","104706",\N
"115164","202",\N
"116217","10669",\N
"81465","937",\N
"81465","645",\N
"81465","289",\N
"114179","46302",\N
"114179","202",\N
"115165","1374",\N
"115165","961",\N
"115165","872",\N
"115165","571",\N
"116635","264",\N
"116636","10330",\N
"116637","137",\N
"116637","30771",\N
"116637","2344",\N
"116637","59435",\N
"116638","9799",\N
"115587","112100",\N
"115587","6430",\N
"115589","18235",\N
"115589","1894",\N
"115589","154",\N
"115536","111063",\N
"116239","535",\N
"116261","11202",\N
"116261","1960",\N
"116261","112818",\N
"116261","111451",\N
"4234","1286",\N
"4234","426",\N
"4234","9743",\N
"4234","807",\N
"4234","230",\N
"4234","10",\N
"4234","500",\N
"9276","601",\N
"9276","59435",\N
"9276","602",\N
"9276","151",\N
"9276","8091",\N
"51828","33813",\N
"51828","9421",\N
"50660","21507",\N
"112117","39131",\N
"112117","9390",\N
"112117","251",\N
"116340","10",\N
"113797","2495",\N
"113797","20868",\N
"115166","106",\N
"14148","266",\N
"14148","274",\N
"14148","34546",\N
"14148","47248",\N
"14148","43853",\N
"14148","439",\N
"14148","1701",\N
"14148","652",\N
"115352","380",\N
"115993","43853",\N
"12163","615",\N
"113260","289",\N
"104670","7522",\N
"112118","10",\N
"116341","12687",\N
"116341","11685",\N
"116341","8091",\N
"116919","915",\N
"116429","21507",\N
"116430","7352",\N
"116546","453",\N
"80292","76699",\N
"80292","748",\N
"80292","12162",\N
"80292","36891",\N
"80292","2806",\N
"116946","116417",\N
"116417","116946",\N
"116417","567",\N
"11565","28721",\N
"11565","597",\N
"33647","2504",\N
"14575","1797",\N
"14575","10330",\N
"14575","38931",\N
"14575","2150",\N
"116556","274",\N
"116556","807",\N
"106927","2108",\N
"106928","348",\N
"106931","859",\N
"106931","56006",\N
"107561","509",\N
"116438","37723",\N
"116438","287",\N
"116439","1103",\N
"112119","161",\N
"112119","562",\N
"115008","10",\N
"116680","1367",\N
"116626","10182",\N
"116626","639",\N
"117074","1671",\N
"116184","16011",\N
"116184","151",\N
"116184","6576",\N
"116184","748",\N
"116184","9100",\N
"116184","22555",\N
"116184","22597",\N
"116185","22734",\N
"116185","18706",\N
"116185","15063",\N
"116451","18706",\N
"116569","10",\N
"116569","2493",\N
"116571","84",\N
"116704","99581",\N
"103327","20564",\N
"103327","18706",\N
"103327","38215",\N
"117199","38639","Remake"
"116676","17711",\N
"116681","1982",\N
"116681","31780",\N
"115996","14480",\N
"115996","601",\N
"115996","10",\N
"115996","10328",\N
"115997","9485",\N
"90704","8851",\N
"116549","35135",\N
"116549","10456",\N
"2360","117205",\N
"99112","9485",\N
"99112","33451",\N
"99112","788",\N
"99112","39131",\N
"99112","25913",\N
"99112","1575",\N
"99112","1745",\N
"99112","55401",\N
"99112","8945",\N
"99112","36636",\N
"94595","1271","Parody"
"94595","652","Parody"
"94595","98","Parody"
"94595","197","Parody"
"115313","804",\N
"115010","105543",\N
"117214","558","Parody"
"117214","1885",\N
"116297","2322",\N
"116298","112100",\N
"113801","151",\N
"113801","17209",\N
"116682","25182",\N
"82134","92234",\N
"92234","82134",\N
"114939","91541",\N
"114940","16828",\N
"114940","83429",\N
"114940","84589",\N
"115065","8295",\N
"115065","1575",\N
"115065","5039",\N
"115065","8077",\N
"115066","12626",\N
"115066","10135",\N
"115066","9494",\N
"115066","8580",\N
"115066","115",\N
"115066","107625",\N
"115067","9354",\N
"115067","6951",\N
"115067","202",\N
"115067","9705",\N
"115398","12869",\N
"115400","18706",\N
"115400","3034",\N
"115401","10587",\N
"115402","32046",\N
"115402","10",\N
"115402","8318",\N
"115724","1286",\N
"115724","597",\N
"115724","18706",\N
"115725","1575",\N
"115727","380",\N
"115727","161",\N
"115727","33453",\N
"115727","111576",\N
"115727","114",\N
"115727","22733",\N
"115727","12560",\N
"115727","117",\N
"115727","2924",\N
"115727","568",\N
"115728","12118",\N
"115729","722",\N
"115729","1642",\N
"116813","2504",\N
"88996","88459",\N
"10345","63473",\N
"115011","88",\N
"115011","535",\N
"115011","11209",\N
"95418","20333",\N
"95418","289",\N
"95418","303",\N
"95418","900",\N
"95418","9909",\N
"95418","16638",\N
"95418","221",\N
"95418","77527",\N
"113802","151",\N
"113802","10",\N
"116683","25182",\N
"117235","119",\N
"117025","41107",\N
"62903","528",\N
"62903","96645",\N
"62903","162",\N
"62903","25738",\N
"62903","744",\N
"62903","9734",\N
"43466","26301",\N
"43466","2810",\N
"43466","10",\N
"65","82392",\N
"8839","2980",\N
"8839","28",\N
"16544","110587",\N
"9087","1585",\N
"9087","3083",\N
"11112","28721",\N
"117371","19503",\N
"117155","84",\N
"117155","151",\N
"117155","109755",\N
"67639","91541",\N
"95673","10",\N
"92210","90983",\N
"116991","87",\N
"116991","8917",\N
"116352","6716",\N
"116352","380",\N
"116353","16550",\N
"116796","1051",\N
"116796","916",\N
"116796","426",\N
"116796","592",\N
"116798","34165",\N
"1598","11077",\N
"1598","57387",\N
"1598","10456",\N
"1598","33001",\N
"11169","47807",\N
"117544","103",\N
"117547","117546",\N
"115069","9552",\N
"115069","12843",\N
"116142","64362",\N
"116142","3591",\N
"117156","9485",\N
"117616","18235",\N
"117616","328",\N
"117616","251",\N
"117616","17711",\N
"117616","64795","Parody"
"117616","32937",\N
"117616","314",\N
"117616","8643",\N
"117616","4133",\N
"117616","115093","Parody"
"117616","31116","Parody"
"117616","6292",\N
"117616","9614",\N
"117616","7191",\N
"117616","745",\N
"117616","2495",\N
"117616","1704",\N
"117616","17920",\N
"19357","10269",\N
"14525","676",\N
"14525","726",\N
"10025","22733",\N
"98518","2864",\N
"98518","21803",\N
"102417","10331",\N
"27327","43484",\N
"27327","59435",\N
"9614","57768",\N
"116134","403",\N
"116134","111780",\N
"116134","6716",\N
"116366","11036",\N
"116366","10",\N
"116366","39131",\N
"116366","289",\N
"116367","2495",\N
"116367","11113",\N
"116367","2064",\N
"116367","392",\N
"116367","10182",\N
"116367","289",\N
"116368","829",\N
"116369","2118",\N
"116369","119",\N
"116815","104959",\N
"116816","208",\N
"116816","1671",\N
"116816","9355",\N
"117157","34",\N
"117158","10",\N
"117158","151",\N
"117158","117790",\N
"117158","6430",\N
"117158","1570",\N
"117792","97632","Remake"
"117159","679",\N
"117160","937",\N
"117161","10",\N
"117805","26431",\N
"116520","9387",\N
"116521","8945",\N
"116523","10780",\N
"117076","114",\N
"117076","10998",\N
"117077","70473",\N
"117079","1570",\N
"117080","624",\N
"117080","10",\N
"117080","16828",\N
"117064","10182",\N
"117065","4464",\N
"117066","10328",\N
"117066","116210",\N
"96975","36439","Remake"
"98086","10",\N
"98190","24770",\N
"98192","52889",\N
"98194","30965",\N
"98195","111780",\N
"98196","12869",\N
"98196","264",\N
"98197","27599",\N
"103125","345",\N
"103126","6471",\N
"103130","528",\N
"97886","539",\N
"97887","1541",\N
"97888","75225",\N
"97888","44853",\N
"97889","10443",\N
"96984","13194",\N
"98084","730",\N
"117911","881",\N
"117911","694",\N
"117913","402",\N
"117913","619",\N
"23161","380",\N
"23161","11516",\N
"23161","615",\N
"23161","16550",\N
"24577","20695",\N
"24577","10",\N
"117922","80153",\N
"24583","251",\N
"24585","9366",\N
"24586","915",\N
"24586","323",\N
"24588","13194",\N
"24589","2980",\N
"24597","252",\N
"24597","118",\N
"24598","403",\N
"24604","9099",\N
"24606","20695",\N
"24606","14107",\N
"24616","745",\N
"117231","64473",\N
"117231","104289",\N
"117231","112728",\N
"24619","10",\N
"24620","151",\N
"24620","10",\N
"24621","10",\N
"24621","10869",\N
"24623","57900",\N
"24623","6282",\N
"24636","105832",\N
"24637","1788",\N
"24638","43729",\N
"24639","805",\N
"24639","43729",\N
"24639","33239",\N
