"movie_id","language_iso_639_1"
"48848","en"
"48849","de"
"48850","en"
"48851","en"
"48852","en"
"48854","de"
"48854","fr"
"48856","en"
"48857","en"
"48858","en"
"48861","en"
"48862","en"
"48863","de"
"48864","en"
"48865","it"
"48866","en"
"48868","en"
"48869","en"
"48870","fr"
"48872","de"
"48873","en"
"48874","en"
"48875","no"
"48875","sv"
"48876","en"
"48879","en"
"48879","fr"
"48880","en"
"48881","de"
"48882","en"
"48883","en"
"48884","en"
"48885","en"
"48886","en"
"48887","en"
"48895","en"
"48896","de"
"48897","en"
"48898","en"
"48899","en"
"48900","en"
"48901","en"
"48902","en"
"48903","en"
"48905","de"
"48928","fr"
"48930","en"
"48934","ja"
"48936","en"
"48937","en"
"48939","en"
"48940","en"
"48941","en"
"48942","en"
"48944","en"
"48947","en"
"48948","en"
"48949","en"
"48950","en"
"48951","en"
"48952","de"
"48953","en"
"48954","en"
"48954","hi"
"48957","en"
"48958","de"
"48959","en"
"48960","de"
"48961","en"
"48963","en"
"48964","de"
"48965","en"
"48966","de"
"48967","en"
"48968","en"
"48969","en"
"48970","en"
"48971","en"
"48972","de"
"48973","de"
"48974","de"
"48976","de"
"48977","de"
"48980","de"
"48981","de"
"48982","de"
"48983","en"
"48985","fr"
"48986","fr"
"48987","en"
"48989","en"
"48990","de"
"48991","de"
"48994","de"
"48995","de"
"48997","de"
"48999","de"
"49000","en"
"49001","de"
"49001","ru"
"49002","fr"
"49003","de"
"49004","de"
"49005","de"
"49006","de"
"49007","de"
"49009","de"
"49010","de"
"49011","de"
"49012","de"
"49013","de"
"49014","de"
"49015","de"
"49016","de"
"49017","de"
"49018","de"
"49019","de"
"49020","de"
"49021","en"
"49022","de"
"49023","de"
"49024","de"
"49025","de"
"49026","de"
"49027","en"
"49028","en"
"49029","en"
"49030","en"
"49031","en"
"49032","en"
"49033","en"
"49034","en"
"49035","en"
"49036","en"
"49037","en"
"49038","en"
"49039","en"
"49040","en"
"49041","en"
"49042","en"
"49043","en"
"49044","en"
"49045","en"
"49046","en"
"49047","en"
"49048","en"
"49049","es"
"49050","de"
"49051","de"
"49052","en"
"49053","it"
"49054","de"
"49055","en"
"49056","en"
"49057","en"
"49058","fr"
"49059","en"
"49060","fr"
"49061","en"
"49062","fr"
"49063","en"
"49064","de"
"49065","it"
"49067","de"
"49068","de"
"49069","de"
"49070","de"
"49071","de"
"49072","de"
"49073","de"
"49074","de"
"49075","de"
"49076","de"
"49077","de"
"49078","de"
"49079","de"
"49080","de"
"49081","de"
"49082","de"
"49083","de"
"49084","de"
"49085","de"
"49086","de"
"49087","en"
"49090","en"
"49092","en"
"49093","de"
"49094","de"
"49095","en"
"49096","es"
"49099","de"
"49100","en"
"49102","en"
"49103","en"
"49104","en"
"49105","en"
"49106","fr"
"49107","de"
"49108","de"
"49109","de"
"49110","de"
"49111","de"
"49112","de"
"49113","de"
"49114","de"
"49115","en"
"49116","en"
"49117","en"
"49119","en"
"49120","en"
"49121","en"
"49122","en"
"49123","en"
"49124","fr"
"49125","en"
"49128","en"
"49129","en"
"49132","da"
"49133","sv"
"49134","en"
"49136","en"
"49137","da"
"49138","en"
"49139","da"
"49140","da"
"49141","da"
"49142","da"
"49143","de"
"49144","en"
"49145","en"
"49146","de"
"49147","de"
"49147","en"
"49148","de"
"49149","it"
"49150","en"
"49151","en"
"49152","en"
"49153","en"
"49154","en"
"49156","de"
"49157","en"
"49159","en"
"49160","en"
"49161","fr"
"49162","en"
"49163","en"
"49164","en"
"49165","de"
"49165","pl"
"49166","en"
"49167","en"
"49168","de"
"49169","fi"
"49170","en"
"49171","de"
"49172","hi"
"49174","en"
"49181","ja"
"49182","en"
"49183","en"
"49184","en"
"49185","en"
"49186","en"
"49187","en"
"49188","en"
"49189","en"
"49190","en"
"49191","en"
"49192","en"
"49193","en"
"49194","en"
"49195","en"
"49196","en"
"49197","en"
"49198","en"
"49199","en"
"49200","en"
"49201","en"
"49202","en"
"49203","en"
"49204","en"
"49206","en"
"49207","en"
"49208","en"
"49209","ja"
"49210","en"
"49211","en"
"49212","en"
"49213","en"
"49214","en"
"49215","en"
"49216","en"
"49217","ja"
"49218","ja"
"49219","en"
"49220","en"
"49221","en"
"49222","fr"
"49225","en"
"49226","de"
"49228","en"
"49229","de"
"49230","en"
"49231","en"
"49232","de"
"49236","en"
"49237","fr"
"49238","da"
"49239","da"
"49240","da"
"49241","da"
"49242","da"
"49243","da"
"49244","en"
"49245","en"
"49246","en"
"49247","en"
"49253","en"
"49254","en"
"49255","fr"
"49256","en"
"49257","en"
"49258","de"
"49259","en"
"49260","en"
"49263","en"
"49264","zh"
"49265","en"
"49268","en"
"49269","en"
"49270","en"
"49271","en"
"49272","en"
"49273","en"
"49274","en"
"49275","en"
"49276","en"
"49277","en"
"49278","en"
"49279","en"
"49280","en"
"49283","en"
"49284","en"
"49286","en"
"49288","en"
"49289","de"
"49289","pl"
"49291","en"
"49292","en"
"49293","en"
"49294","en"
"49295","en"
"49296","en"
"49297","en"
"49298","en"
"49299","en"
"49300","sr"
"49301","en"
"49303","de"
"49304","en"
"49305","en"
"49307","en"
"49309","de"
"49310","en"
"49311","de"
"49312","en"
"49313","de"
"49314","de"
"49316","de"
"49318","de"
"49319","fr"
"49321","en"
"49322","fr"
"49323","en"
"49324","en"
"49325","en"
"49327","de"
"49327","fr"
"49329","en"
"49330","en"
"49333","ja"
"49334","ja"
"49335","ja"
"49336","de"
"49338","da"
"49339","da"
"49340","da"
"49341","da"
"49342","da"
"49343","da"
"49345","en"
"49346","en"
"49347","en"
"49348","en"
"49350","en"
"49351","en"
"49351","sv"
"49351","zh"
"49352","en"
"49353","en"
"49354","en"
"49355","de"
"49356","de"
"49357","en"
"49358","en"
"49359","de"
"49360","de"
"49361","en"
"49386","ja"
"49395","en"
"49397","en"
"49398","en"
"49399","de"
"49400","en"
"49401","en"
"49401","zh"
"49404","de"
"49406","en"
"49407","en"
"49408","de"
"49409","de"
"49410","en"
"49411","en"
"49412","en"
"49413","ja"
"49414","en"
"49415","ko"
"49415","zh"
"49416","en"
"49417","en"
"49421","en"
"49422","en"
"49423","de"
"49427","en"
"49428","en"
"49429","fr"
"49430","en"
"49433","de"
"49434","en"
"49435","en"
"49436","en"
"49437","en"
"49438","en"
"49439","en"
"49440","en"
"49441","en"
"49442","en"
"49443","en"
"49444","en"
"49445","en"
"49446","en"
"49447","en"
"49448","en"
"49449","en"
"49450","en"
"49451","en"
"49452","en"
"49453","en"
"49454","en"
"49455","en"
"49456","zh"
"49457","zh"
"49458","zh"
"49459","it"
"49460","zh"
"49461","en"
"49462","zh"
"49463","zh"
"49464","ko"
"49464","zh"
"49466","zh"
"49467","de"
"49468","en"
"49469","en"
"49470","en"
"49471","en"
"49472","de"
"49473","es"
"49474","de"
"49475","zh"
"49476","de"
"49478","da"
"49479","da"
"49480","da"
"49481","da"
"49482","da"
"49483","da"
"49484","da"
"49485","da"
"49486","da"
"49487","da"
"49488","sv"
"49489","en"
"49490","en"
"49491","en"
"49492","zh"
"49493","en"
"49493","zh"
"49494","en"
"49494","zh"
"49495","en"
"49496","en"
"49497","en"
"49498","zh"
"49499","en"
"49500","en"
"49501","en"
"49502","en"
"49504","en"
"49505","en"
"49506","en"
"49507","en"
"49508","en"
"49509","en"
"49510","en"
"49511","en"
"49512","en"
"49513","en"
"49514","en"
"49515","en"
"49516","en"
"49517","en"
"49518","en"
"49519","en"
"49520","en"
"49521","en"
"49522","en"
"49523","en"
"49524","en"
"49527","en"
"49529","en"
"49530","en"
"49531","en"
"49532","en"
"49533","en"
"49534","en"
"49535","en"
"49536","en"
"49537","en"
"49538","en"
"49539","en"
"49540","en"
"49541","en"
"49542","zh"
"49543","en"
"49544","fr"
"49545","en"
"49546","en"
"49547","en"
"49548","en"
"49549","zh"
"49550","zh"
"49551","en"
"49551","zh"
"49552","en"
"49552","ja"
"49553","en"
"49554","zh"
"49555","zh"
"49556","fr"
"49557","fr"
"49558","fr"
"49559","en"
"49560","es"
"49562","ru"
"49563","zh"
"49564","de"
"49565","zh"
"49566","en"
"49568","en"
"49569","en"
"49570","en"
"49571","ru"
"49572","en"
"49573","zh"
"49574","en"
"49575","en"
"49576","en"
"49577","ko"
"49577","zh"
"49578","de"
"49579","bg"
"49579","de"
"49579","en"
"49579","fr"
"49579","pl"
"49580","ja"
"49581","ja"
"49584","en"
"49585","en"
"49586","en"
"49586","fr"
"49588","zh"
"49590","en"
"49591","en"
"49592","zh"
"49593","en"
"49594","en"
"49595","zh"
"49596","en"
"49597","en"
"49599","no"
"49600","en"
"49601","en"
"49602","ca"
"49602","de"
"49602","en"
"49602","fr"
"49603","en"
"49604","en"
"49605","fr"
"49606","en"
"49607","ko"
"49608","it"
"49609","en"
"49610","en"
"49611","ja"
"49612","ru"
"49613","en"
"49615","en"
"49616","en"
"49617","en"
"49618","en"
"49619","en"
"49620","en"
"49621","en"
"49622","en"
"49623","en"
"49624","en"
"49625","en"
"49626","en"
"49627","en"
"49628","en"
"49629","en"
"49630","en"
"49631","en"
"49634","en"
"49635","en"
"49636","en"
"49638","fr"
"49638","it"
"49639","en"
"49640","en"
"49641","sv"
"49642","en"
"49643","de"
"49644","en"
"49645","en"
"49646","en"
"49647","fr"
"49648","de"
"49649","de"
"49650","en"
"49651","it"
"49652","en"
"49653","en"
"49654","en"
"49655","en"
"49656","de"
"49657","de"
"49658","en"
"49659","de"
"49660","en"
"49661","de"
"49662","en"
"49663","de"
"49664","en"
"49665","en"
"49666","de"
"49673","de"
"49674","fr"
"49675","en"
"49676","en"
"49677","en"
"49678","en"
"49679","en"
"49702","en"
"49716","en"
"49724","en"
"49725","fr"
"49726","fr"
"49728","es"
"49729","en"
"49731","no"
"49731","sv"
"49732","de"
"49733","fr"
"49736","en"
"49738","en"
"49740","de"
"49741","en"
"49743","en"
"49744","en"
"49745","en"
"49746","en"
"49747","es"
"49748","en"
"49751","de"
"49752","en"
"49754","de"
"49755","de"
"49756","en"
"49757","de"
"49758","en"
"49760","en"
"49761","de"
"49762","de"
"49764","en"
"49766","de"
"49767","fr"
"49767","he"
"49768","en"
"49769","fr"
"49770","en"
"49771","en"
"49772","fr"
"49773","en"
"49775","en"
"49776","en"
"49777","en"
"49777","hi"
"49778","en"
"49780","de"
"49781","de"
"49795","en"
"49796","en"
"49798","en"
"49800","zh"
"49801","en"
"49828","en"
"49829","en"
"49830","en"
"49831","zh"
"49832","zh"
"49833","en"
"49834","en"
"49835","zh"
"49836","de"
"49837","zh"
"49839","fr"
"49841","en"
"49843","de"
"49844","de"
"49845","de"
"49846","de"
"49848","fr"
"49853","ja"
"49854","en"
"49855","de"
"49856","en"
"49857","de"
"49858","en"
"49859","en"
"49860","fr"
"49862","en"
"49863","en"
"49865","en"
"49866","en"
"49867","de"
"49868","de"
"49869","de"
"49870","de"
"49871","en"
"49872","en"
"49873","it"
"49874","en"
"49875","en"
"49876","en"
"49878","en"
"49879","en"
"49880","de"
"49881","de"
"49881","en"
"49881","es"
"49882","en"
"49883","de"
"49884","de"
"49885","en"
"49886","de"
"49888","en"
"49889","en"
"49890","en"
"49890","zh"
"49892","fr"
"49893","de"
"49894","de"
"49895","de"
"49896","en"
"49897","zh"
"49898","en"
"49899","de"
"49900","en"
"49901","ko"
"49901","zh"
"49902","en"
"49905","en"
"49906","en"
"49908","en"
"49909","en"
"49911","de"
"49912","en"
"49913","en"
"49914","zh"
"49915","fr"
"49917","en"
"49918","de"
"49919","de"
"49921","en"
"49923","en"
"49924","de"
"49925","de"
"49927","it"
"49929","de"
"49930","de"
"49931","de"
"49933","de"
"49934","en"
"49936","en"
"49937","en"
"49942","en"
"49944","it"
"49950","zh"
"49952","en"
"49953","en"
"49954","it"
"49956","en"
"49958","de"
"49959","en"
"49981","en"
"49982","en"
"49983","en"
"49983","zh"
"49984","en"
"49986","en"
"49987","en"
"49990","ja"
"49992","en"
"49993","en"
"49994","en"
"49995","de"
"49996","de"
"49997","hi"
"49998","ar"
"49998","fr"
"49999","en"
"50000","en"
"50003","en"
"50004","en"
"50005","en"
"50006","en"
"50006","ja"
"50007","fr"
"50008","en"
"50009","fr"
"50010","fr"
"50011","en"
"50012","de"
"50013","en"
"50015","fr"
"50016","fr"
"50017","en"
"50018","en"
"50019","en"
"50019","sr"
"50020","en"
"50022","en"
"50023","en"
"50025","de"
"50026","ka"
"50027","en"
"50028","fr"
"50030","de"
"50031","en"
"50032","fr"
"50033","fr"
"50035","en"
"50036","de"
"50037","en"
"50038","en"
"50039","it"
"50040","en"
"50040","fr"
"50042","de"
"50043","en"
"50044","de"
"50045","de"
"50046","fr"
"50047","fr"
"50048","en"
"50049","en"
"50050","de"
"50051","de"
"50052","en"
"50053","en"
"50054","de"
"50055","en"
"50056","en"
"50057","en"
"50058","en"
"50059","ru"
"50061","en"
"50062","fr"
"50063","en"
"50066","da"
"50067","da"
"50068","da"
"50069","da"
"50070","da"
"50071","da"
"50072","en"
"50074","en"
"50075","de"
"50077","en"
"50078","en"
"50079","en"
"50080","de"
"50081","de"
"50082","de"
"50083","en"
"50084","fa"
"50085","de"
"50086","it"
"50087","de"
"50088","en"
"50089","de"
"50090","en"
"50092","en"
"50093","en"
"50094","de"
"50095","de"
"50096","de"
"50097","de"
"50098","de"
"50100","de"
"50103","en"
"50104","de"
"50106","en"
"50109","en"
"50110","de"
"50111","de"
"50112","sk"
"50113","de"
"50115","en"
"50116","de"
"50117","sv"
"50118","de"
"50119","de"
"50120","es"
"50121","en"
"50122","en"
"50123","en"
"50125","en"
"50128","fr"
"50130","en"
"50138","it"
"50139","de"
"50140","en"
"50141","fr"
"50142","en"
"50143","fr"
"50144","sv"
"50145","en"
"50146","de"
"50146","es"
"50147","de"
"50148","en"
"50150","en"
"50152","en"
"50153","en"
"50154","de"
"50155","en"
"50155","pl"
"50156","en"
"50157","en"
"50159","en"
"50160","en"
"50162","en"
"50163","en"
"50163","he"
"50163","es"
"50164","en"
"50165","en"
"50166","en"
"50172","en"
"50173","en"
"50174","en"
"50175","en"
"50176","en"
"50176","ro"
"50177","de"
"50179","de"
"50180","de"
"50181","ar"
"50181","fr"
"50182","fr"
"50183","en"
"50184","en"
"50185","en"
"50187","de"
"50188","en"
"50189","cs"
"50190","fr"
"50191","en"
"50192","en"
"50193","it"
"50194","en"
"50195","fr"
"50196","fr"
"50197","fr"
"50198","fr"
"50200","de"
"50201","es"
"50202","en"
"50203","en"
"50204","en"
"50205","it"
"50206","de"
"50207","en"
"50209","de"
"50211","en"
"50212","fr"
"50214","de"
"50216","de"
"50217","de"
"50218","en"
"50219","zh"
"50220","de"
"50221","en"
"50222","en"
"50223","de"
"50224","de"
"50226","en"
"50227","en"
"50227","ko"
"50228","fr"
"50230","es"
"50231","fr"
"50232","en"
"50234","fr"
"50235","en"
"50236","en"
"50239","en"
"50256","en"
"50257","fr"
"50258","fr"
"50260","de"
"50262","zh"
"50263","de"
"50264","en"
"50266","fr"
"50268","de"
"50291","en"
"50296","de"
"50296","fr"
"50297","en"
"50298","de"
"50299","en"
"50299","ko"
"50300","de"
"50301","de"
"50301","en"
"50302","en"
"50303","en"
"50306","en"
"50307","en"
"50308","en"
"50310","en"
"50312","da"
"50313","fr"
"50314","de"
"50315","en"
"50316","de"
"50317","de"
"50318","de"
"50320","da"
"50321","de"
"50322","en"
"50323","it"
"50325","de"
"50326","de"
"50327","en"
"50328","en"
"50328","hi"
"50329","en"
"50330","de"
"50331","de"
"50332","de"
"50332","fi"
"50332","hu"
"50333","en"
"50334","en"
"50335","en"
"50336","en"
"50337","de"
"50338","en"
"50341","es"
"50342","en"
"50343","en"
"50344","en"
"50345","es"
"50346","en"
"50347","en"
"50348","en"
"50349","en"
"50350","en"
"50351","en"
"50352","en"
"50353","en"
"50354","en"
"50355","en"
"50356","en"
"50357","en"
"50358","en"
"50359","en"
"50360","en"
"50361","en"
"50362","en"
"50363","en"
"50364","en"
"50365","en"
"50366","en"
"50373","en"
"50374","fr"
"50375","he"
"50376","fr"
"50377","tr"
"50378","en"
"50379","en"
"50382","fr"
"50383","fr"
"50384","en"
"50385","fr"
"50387","en"
"50388","en"
"50389","de"
"50390","en"
"50391","en"
"50392","fi"
"50392","fr"
"50393","ja"
"50396","en"
"50397","en"
"50398","ar"
"50398","fr"
"50398","it"
"50398","ro"
"50399","de"
"50402","ja"
"50404","ru"
"50405","de"
"50406","fr"
"50408","af"
"50408","en"
"50410","es"
"50411","ja"
"50412","ko"
"50414","en"
"50415","ro"
"50416","en"
"50417","es"
"50418","pt"
"50419","en"
"50420","fr"
"50421","en"
"50422","no"
"50423","fr"
"50426","es"
"50427","zh"
"50428","da"
"50429","fr"
"50431","en"
"50431","fr"
"50432","ko"
"50433","es"
"50435","en"
"50437","en"
"50438","en"
"50439","en"
"50440","de"
"50441","de"
"50442","en"
"50443","en"
"50444","de"
"50444","ro"
"50445","fr"
"50447","el"
"50448","en"
"50449","en"
"50450","en"
"50451","en"
"50452","en"
"50453","en"
"50454","en"
"50455","en"
"50456","en"
"50458","es"
"50482","en"
"50483","de"
"50484","en"
"50485","de"
"50486","en"
"50487","en"
"50488","it"
"50489","de"
"50490","en"
"50491","en"
"50494","fr"
"50495","en"
"50497","es"
"50498","en"
"50499","ja"
"50500","en"
"50501","en"
"50502","fr"
"50502","it"
"50502","la"
"50503","en"
"50504","en"
"50506","tr"
"50508","ku"
"50508","tr"
"50509","de"
"50513","en"
"50514","en"
"50515","de"
"50516","en"
"50519","en"
"50520","de"
"50521","en"
"50522","en"
"50522","fr"
"50523","en"
"50524","de"
"50525","de"
"50526","de"
"50528","en"
"50529","de"
"50530","de"
"50531","de"
"50532","nl"
"50533","de"
"50534","en"
"50536","de"
"50537","de"
"50538","de"
"50539","en"
"50540","de"
"50541","en"
"50542","en"
"50543","en"
"50568","en"
"50569","en"
"50570","en"
"50572","ru"
"50574","de"
"50574","en"
"50574","fr"
"50576","en"
"50577","en"
"50578","en"
"50579","fr"
"50580","en"
"50581","de"
"50583","de"
"50584","de"
"50586","cs"
"50587","de"
"50588","de"
"50589","en"
"50590","de"
"50592","sv"
"50593","de"
"50594","de"
"50595","de"
"50596","de"
"50597","de"
"50598","de"
"50599",\N
"50601","en"
"50603","it"
"50605","de"
"50608","en"
"50608","it"
"50608","pt"
"50608","sr"
"50608","zh"
"50609","en"
"50610","en"
"50612","en"
"50614","de"
"50616","en"
"50617","de"
"50618","de"
"50620","en"
"50621","en"
"50624","en"
"50625","en"
"50626","en"
"50627","en"
"50628","en"
"50629","en"
"50630","en"
"50631","en"
"50632","en"
"50633","en"
"50634","en"
"50635","en"
"50660","en"
"50661","en"
"50662","en"
"50662","it"
"50677","en"
"50678","en"
"50679","fr"
"50681","en"
"50682","en"
"50683","fa"
"50684","ja"
"50686","en"
"50687","de"
"50688","en"
"50689","en"
"50690","zh"
"50691","en"
"50692","xx"
"50693","en"
"50694","en"
"50695","en"
"50696","en"
"50697","zh"
"50698","en"
"50699","de"
"50701","en"
"50702","en"
"50703","en"
"50704","en"
"50705","ja"
"50706","en"
"50708","fr"
"50712","de"
"50713","en"
"50713","es"
"50714","en"
"50717","en"
"50718","de"
"50719","de"
"50721","en"
"50722","en"
"50723","en"
"50724","en"
"50724","it"
"50725","en"
"50726","en"
"50727","es"
"50728","de"
"50728","hi"
"50729","en"
"50730","en"
"50731","de"
"50732","en"
"50734","de"
"50738","de"
"50740","en"
"50742","de"
"50744","de"
"50745","en"
"50746","de"
"50747","it"
"50748","de"
"50749","de"
"50750","en"
"50751","de"
"50752","fr"
"50753","en"
"50754","en"
"50756","cs"
"50757","en"
"50760","it"
"50761","en"
"50762","ja"
"50763","fr"
"50764","en"
"50765","en"
"50766","fr"
"50767","en"
"50769","en"
"50770","fr"
"50771","it"
"50772","it"
"50773","de"
"50776","fr"
"50778","en"
"50779","en"
"50780","en"
"50781","fr"
"50782","de"
"50783","en"
"50784","en"
"50785","en"
"50786","de"
"50788","en"
"50788","es"
"50789","en"
"50791","en"
"50792","en"
"50793","en"
"50794","en"
"50798","en"
"50799","de"
"50800","en"
"50801","de"
"50802","de"
"50804","es"
"50805","de"
"50806","de"
"50809","en"
"50810","en"
"50812","en"
"50814","hi"
"50817","en"
"50818","ru"
"50819","de"
"50820","ja"
"50821","fr"
"50823","en"
"50824","en"
"50848","ja"
"50849","en"
"50850","en"
"50851","en"
"50852","en"
"50853","en"
"50854","en"
"50855","en"
"50856","en"
"50857","en"
"50858","en"
"50859","en"
"50860","en"
"50861","en"
"50862","en"
"50863","en"
"50864","en"
"50865","en"
"50866","en"
"50867","en"
"50868","en"
"50869","en"
"50870","en"
"50871","en"
"50872","en"
"50873","en"
"50874","en"
"50875","hi"
"50877","de"
"50878","en"
"50879","en"
"50879","it"
"50880","en"
"50881","en"
"50882","en"
"50883","bo"
"50883","en"
"50884","en"
"50886","en"
"50887","en"
"50888","en"
"50889","de"
"50890","en"
"50891","ar"
"50891","en"
"50892","de"
"50894","en"
"50895","ko"
"50897","en"
"50898","en"
"50899","en"
"50900","en"
"50901","en"
"50902","en"
"50903","en"
"50904","en"
"50905","en"
"50908","en"
"50909","en"
"50910","en"
"50911","de"
"50912","en"
"50913","en"
"50914","en"
"50916","de"
"50917","de"
"50918","de"
"50920","zh"
"50921","zh"
"50923","en"
"50926","de"
"50927","en"
"50928","en"
"50929","en"
"50930","en"
"50931","en"
"50932","de"
"50934","zh"
"50935","en"
"50936","en"
"50936","fr"
"50937","en"
"50938","en"
"50939","en"
"50940","de"
"50941","en"
"50942","fr"
"50943","en"
"50944","en"
"50944","zh"
"50945","en"
"50948","de"
"50949","de"
"50950","fr"
"50951","de"
"50952","en"
"50953","en"
"50953","ru"
"50954","de"
"50955","en"
"50956","en"
"50957","es"
"50958","es"
"50959","de"
"50961","es"
"50962","en"
"50963","es"
"50964","es"
"50965","zh"
"50966","de"
"50967","de"
"50968","de"
"50969","en"
"50970","nl"
"50971","en"
"50978","en"
"50979","en"
"50984","en"
"50985","en"
"50986","en"
"50988","en"
"50989","en"
"50990","en"
"50991","de"
"50992","en"
"50993","it"
"50994","zh"
"50997","en"
"50998","en"
"50999","en"
"51000","en"
"51001","en"
"51002","en"
"51003","en"
"51004","de"
"51005","en"
"51005","ru"
"51006","en"
"51009","en"
"51010","en"
"51015","en"
"51016","en"
"51017","en"
"51019","en"
"51022","en"
"51024","en"
"51025","de"
"51026","de"
"51029","en"
"51030","de"
"51031","de"
"51031","ja"
"51032","en"
"51034","fr"
"51035","en"
"51036","en"
"51037","de"
"51037","en"
"51037","ku"
"51037","tr"
"51038","sv"
"51039","fr"
"51040","en"
"51041","fr"
"51042","en"
"51042","it"
"51042","zh"
"51043","en"
"51043","fr"
"51043","ja"
"51043","es"
"51044","de"
"51045","en"
"51046","en"
"51047","de"
"51048","sr"
"51050","de"
"51050","pl"
"51051","en"
"51053","en"
"51059","en"
"51059","fr"
"51064","en"
"51084","de"
"51086","de"
"51087","de"
"51088","en"
"51091","en"
"51092","fr"
"51093","en"
"51096","fr"
"51097","en"
"51098","en"
"51099","en"
"51100","en"
"51101","en"
"51102","en"
"51103","cs"
"51104","en"
"51105","en"
"51107","en"
"51108","en"
"51109","en"
"51109","fr"
"51135","en"
"51136","en"
"51137","ar"
"51138","de"
"51140","en"
"51141","de"
"51142","en"
"51143","en"
"51145","en"
"51146","en"
"51147","de"
"51147","en"
"51148","de"
"51149","hi"
"51150","de"
"51151","en"
"51153","en"
"51200","en"
"51201","de"
"51202","en"
"51203","de"
"51205","de"
"51206","ja"
"51207","en"
"51210","de"
"51211","en"
"51212","ru"
"51213","fr"
"51216","it"
"51217","de"
"51219","it"
"51220","en"
"51221","en"
"51222","fr"
"51224","zh"
"51229","en"
"51232","en"
"51233","en"
"51234","de"
"51236","en"
"51237","en"
"51238","en"
"51239","en"
"51240","en"
"51241","en"
"51242","en"
"51243","en"
"51244","de"
"51248","en"
"51249","en"
"51250","en"
"51251","de"
"51252","zh"
"51254","it"
"51255","en"
"51256","en"
"51258","fr"
"51259","en"
"51260","pl"
"51261","it"
"51262","de"
"51263","de"
"51264","de"
"51265","fr"
"51266","fr"
"51267","en"
"51268","de"
"51269","de"
"51271","de"
"51272","de"
"51273","en"
"51274","fr"
"51275","de"
"51276","en"
"51277","zh"
"51280","en"
"51281","en"
"51298","en"
"51306","de"
"51307","de"
"51307","sq"
"51308","fr"
"51309","en"
"51310","en"
"51311","da"
"51312","tr"
"51313","en"
"51314","en"
"51315","de"
"51316","en"
"51317","fr"
"51318","de"
"51319","it"
"51320","ja"
"51321","ja"
"51322","en"
"51324","en"
"51325","en"
"51327","en"
"51328","en"
"51329","en"
"51330","en"
"51331","en"
"51332","en"
"51333","en"
"51334","en"
"51335","en"
"51336","en"
"51337","en"
"51338","en"
"51340","de"
"51341","de"
"51342","de"
"51343","de"
"51344","de"
"51345","de"
"51346",\N
"51347","de"
"51348","de"
"51349","de"
"51350","de"
"51351","en"
"51352","de"
"51353","en"
"51354","en"
"51356","it"
"51357","de"
"51358","de"
"51359","en"
"51362","en"
"51364","en"
"51364","fr"
"51364","pt"
"51367","de"
"51368","ja"
"51369","en"
"51370","de"
"51371","fr"
"51372","sm"
"51373","de"
"51374","it"
"51375","de"
"51376","de"
"51377","de"
"51378","de"
"51380","de"
"51381","de"
"51383","en"
"51384","en"
"51385","en"
"51386","en"
"51386","vi"
"51391","de"
"51414","de"
"51439","de"
"51440","en"
"51445","en"
"51446","en"
"51447","en"
"51448","de"
"51449","en"
"51450","en"
"51451","es"
"51452","fr"
"51453","en"
"51454","en"
"51456","en"
"51457","it"
"51458","bg"
"51458","en"
"51458","sv"
"51459","fr"
"51460","de"
"51461","de"
"51462","de"
"51463","de"
"51464","de"
"51465","fr"
"51466","en"
"51467","de"
"51467","en"
"51467","fr"
"51467","nl"
"51468","de"
"51469","de"
"51471","de"
"51472","de"
"51473","de"
"51474","de"
"51475","es"
"51477","de"
"51478","ja"
"51480","ja"
"51481","ja"
"51482","de"
"51483","de"
"51484","en"
"51485","en"
"51486","en"
"51487","zh"
"51488","en"
"51489","en"
"51490","en"
"51491","ja"
"51492","ja"
"51493","en"
"51494","en"
"51495","en"
"51496","en"
"51497","en"
"51498","en"
"51500","en"
"51501","en"
"51502","en"
"51503","en"
"51504","fr"
"51505","en"
"51506","cs"
"51507","en"
"51508","en"
"51509","fr"
"51510","it"
"51511","it"
"51512","en"
"51514","de"
"51516","en"
"51517","en"
"51518","en"
"51519","en"
"51520","es"
"51521","ko"
"51522","ja"
"51523","fr"
"51538","ca"
"51538","es"
"51539","en"
"51540","de"
"51541","en"
"51542","en"
"51543","en"
"51544","de"
"51544","en"
"51545","ja"
"51546","en"
"51547","ja"
"51548","de"
"51549","de"
"51550","de"
"51551","de"
"51552","de"
"51553","ja"
"51554","ja"
"51555","en"
"51556","de"
"51557","en"
"51558","zh"
"51559","en"
"51560","en"
"51561","en"
"51561","pt"
"51561","es"
"51562","fr"
"51563","fr"
"51565","en"
"51567","en"
"51568","en"
"51569","zh"
"51570","zh"
"51571","zh"
"51572","de"
"51575","en"
"51576","en"
"51578","it"
"51579","en"
"51580","en"
"51583","es"
"51585","fi"
"51586","en"
"51587","it"
"51588","en"
"51589","en"
"51590","fr"
"51591","de"
"51593","en"
"51594","en"
"51595","en"
"51596","fr"
"51597","en"
"51599","zh"
"51600","ja"
"51601","en"
"51602","en"
"51603","en"
"51604","fr"
"51605","en"
"51606","en"
"51607","de"
"51608","de"
"51609","de"
"51610","en"
"51611","en"
"51612","en"
"51613","en"
"51614","en"
"51615","en"
"51616","en"
"51617","en"
"51618","en"
"51619","en"
"51620","en"
"51621","en"
"51622","en"
"51623","en"
"51624","en"
"51625","en"
"51626","en"
"51627","en"
"51628","en"
