"movie_id","country_code"
"1173","US"
"1174","US"
"1175","US"
"1176","US"
"1177","US"
"1178","US"
"1179","US"
"1180","US"
"1181","US"
"1182","US"
"1183","US"
"1184","US"
"1185","US"
"1186","US"
"1187","US"
"1189","US"
"1190","US"
"1192","US"
"1193","US"
"1215","US"
"1216","US"
"1217","US"
"1219","US"
"1220","US"
"1221","US"
"1222","US"
"1223","US"
"1224","US"
"1225","US"
"1226","US"
"1227","US"
"1228","US"
"1229","US"
"1230","US"
"1231","US"
"1232","US"
"1233","US"
"1234","US"
"1235","US"
"1236","US"
"1237","US"
"1238","US"
"457","AT"
"1239","US"
"199","US"
"927","US"
"928","US"
"579","US"
"580","US"
"486","US"
"477","US"
"1277","DE"
"1277","HU"
"8","AT"
"31","JP"
"30","JP"
"32","JP"
"152","US"
"318","US"
"70","US"
"79","CN"
"81","JP"
"1278","IT"
"1278","FR"
"1278","GB"
"92","AT"
"94","DE"
"1279","KR"
"128","JP"
"167","US"
"167","DE"
"38498","US"
"182","US"
"206","AU"
"206","GB"
"206","FR"
"206","DE"
"214","US"
"1280","KR"
"1280","JP"
"237","GB"
"237","FR"
"274","US"
"298","US"
"320","US"
"332","US"
"333","CA"
"346","JP"
"391","ES"
"396","US"
"1268","GB"
"1284","ES"
"1283","ES"
"1285","ES"
"1289","US"
"1291","US"
"1292","US"
"1288","US"
"1290","US"
"1295","US"
"1308","US"
"1332","US"
"1359","US"
"1359","CA"
"123","US"
"113","DE"
"113","KR"
"1361","US"
"1360","MX"
"1360","US"
"1360","FR"
"843","TH"
"843","KH"
"843","CN"
"843","HK"
"1362","US"
"487","US"
"478","US"
"484","US"
"485","US"
"1363","US"
"1364","ES"
"1365","US"
"1281","US"
"1281","GB"
"1246","US"
"1366","US"
"1367","US"
"1368","US"
"1369","US"
"1370","US"
"1371","US"
"1374","US"
"1376","GB"
"1375","US"
"1373","NL"
"1373","GB"
"1263","DE"
"1372","US"
"1377","US"
"1379","FI"
"1294","DE"
"1248","FR"
"1248","US"
"1248","GB"
"1256","AT"
"1244","DE"
"1269","DE"
"1264","DE"
"1272","GB"
"1252","US"
"1380","US"
"1249","US"
"1381","US"
"1250","US"
"1267","US"
"1257","US"
"1382","US"
"125","PL"
"391","IT"
"1386","FR"
"1387","US"
"1388","CH"
"1389","US"
"1390","ES"
"1391","ES"
"1393","MN"
"1403","US"
"1404","GB"
"1405","US"
"1406","US"
"1407","FR"
"1408","FR"
"1408","US"
"1410","US"
"1411","US"
"1412","US"
"1414","ES"
"1415","NL"
"1415","US"
"773","US"
"1416","KR"
"1417","ES"
"1417","MX"
"1417","US"
"1419","DE"
"1420","GB"
"1420","IE"
"1421","FR"
"1418","ES"
"1422","US"
"1423","US"
"1424","US"
"559","US"
"821","US"
"1426","DE"
"1427","DE"
"1429","US"
"1433","ES"
"1434","DE"
"1435","US"
"1117","US"
"1436","CN"
"1436","KR"
"1439","MY"
"1439","US"
"1441","BG"
"1441","US"
"1440","US"
"1443","US"
"1448","GB"
"1271","US"
"12227","US"
"1487","US"
"1488","CN"
"1489","US"
"1490","DE"
"1491","CZ"
"1491","US"
"1494","CN"
"1495","DE"
"1495","ES"
"1495","GB"
"1495","US"
"1496","US"
"1535","GB"
"1535","US"
"285","US"
"1539","DE"
"1540","FR"
"1541","US"
"1543","DE"
"1546","US"
"1547","US"
"1549","FR"
"1164","US"
"1550","US"
"1551","US"
"1552","US"
"1553","FR"
"1442","DE"
"1554","US"
"1555","FR"
"1558","DE"
"1557","DE"
"1556","JP"
"1559","CA"
"1559","DE"
"1559","FR"
"1560","GR"
"1561","FR"
"1562","GB"
"1563","FR"
"1562","US"
"1566","DE"
"1567","FR"
"1568","FR"
"1483","US"
"1569","US"
"1571","US"
"1573","US"
"1572","US"
"1574","US"
"1576","US"
"1578","US"
"1579","MX"
"1378","US"
"908","NL"
"1581","GB"
"1581","US"
"1583","DE"
"1584","DE"
"1584","US"
"1585","US"
"1586","US"
"1587","US"
"1590","DE"
"1590","US"
"1591","DE"
"1592","US"
"1593","US"
"1594","GB"
"1594","US"
"1595","US"
"1597","US"
"1598","US"
"1599","DE"
"1599","US"
"1600","FR"
"1600","NO"
"1600","PL"
"1580","US"
"1607","US"
"1608","GB"
"1611","DE"
"1609","GB"
"1612","DE"
"1610","GB"
"1614","DE"
"1616","DE"
"1615","DE"
"1618","GB"
"1619","US"
"1621","US"
"1623","US"
"1624","US"
"1622","FR"
"1626","FR"
"1627","FR"
"1628","FR"
"1629","FR"
"1630","CA"
"1630","US"
"1631","FR"
"1632","US"
"1633","US"
"1634","US"
"1634","FR"
"1635","US"
"1636","US"
"10377","US"
"1640","US"
"1641","US"
"1643","FR"
"1643","IT"
"1642","US"
"1644","US"
"1645","US"
"1646","US"
"1648","US"
"1651","FR"
"1651","IT"
"1649","US"
"1655","DE"
"1656","US"
"1656","MX"
"1652","DE"
"1658","CZ"
"1658","DE"
"1658","ZA"
"1659","DE"
"1523","GB"
"1523","UG"
"1660","FR"
"1661","DE"
"1663","DE"
"1663","FR"
"1665","US"
"1666","US"
"1668","US"
"1667","AQ"
"1667","FR"
"1669","US"
"1672","FR"
"1673","US"
"1674","US"
"1675","FR"
"1676","US"
"1677","US"
"1678","JP"
"1679","JP"
"1680","JP"
"106114","JP"
"1683","US"
"1684","DE"
"1685","US"
"1686","US"
"1687","US"
"1688","US"
"1705","US"
"1710","US"
"1711","US"
"1697","DE"
"1712","US"
"1700","US"
"1713","US"
"1714","FR"
"1714","GB"
"72443","FR"
"72443","CH"
"75456","DE"
"67297","GB"
"1716","FR"
"1717","US"
"1715","US"
"1718","US"
"1719","FR"
"1720","IS"
"1721","BR"
"1723","US"
"953","US"
"1724","US"
"1725","US"
"1726","US"
"1727","US"
"12193","US"
"1730","PL"
"1730","US"
"1731","DE"
"1732","GB"
"1734","US"
"1735","US"
"1736","DE"
"1738","US"
"1740","DE"
"1744","US"
"1747","US"
"1753","US"
"1756","US"
"1764","US"
"23135","CA"
"1770","GB"
"1771","US"
"1772","US"
"1773","US"
"1780","US"
"1779","US"
"1776","US"
"1781","US"
"1783","GB"
"1783","TH"
"1783","US"
"1785","FR"
"1786","FR"
"1787","FR"
"1788","US"
"1789","US"
"1790","US"
"1791","AT"
"1791","FR"
"1792","US"
"1793","US"
"1796","US"
"1799","US"
"1802","FR"
"1803","GB"
"1803","US"
"1804","US"
"1807","US"
"1810","US"
"1811","FR"
"1811","US"
"1813","DE"
"1813","US"
"1814","DE"
"1814","CZ"
"1814","PL"
"1815","GB"
"1815","US"
"1816","US"
"1817","US"
"1818","FR"
"1819","US"
"1538","US"
"1824","US"
"1826","FR"
"1829","FR"
"1830","FR"
"1830","US"
"1831","US"
"1832","US"
"1834","US"
"1835","GB"
"1835","US"
"1836","FR"
"1839","FR"
"1833","US"
"1840","US"
"1841","US"
"1837","FR"
"1843","US"
"1844","DE"
"1844","GB"
"1844","US"
"1845","FR"
"1846","US"
"1847","US"
"1848","US"
"1849","GB"
"1849","US"
"1850","US"
"1851","US"
"1852","US"
"1273","US"
"1853","US"
"1854","DE"
"1855","ES"
"1855","FR"
"1855","IT"
"1858","US"
"1857","US"
"1859","US"
"1860","GB"
"1860","PL"
"1860","US"
"1861","US"
"1862","DE"
"1862","US"
"1863","FR"
"1863","IT"
"1864","GB"
"1868","DE"
"1868","FR"
"1869","US"
"1870","FR"
"1870","IT"
"1871","FR"
"1871","IT"
"1872","US"
"1874","BE"
"1874","ZA"
"1875","FR"
"1875","IT"
"1876","GB"
"1877","US"
"1878","US"
"1879","US"
"1881","FR"
"1882","US"
"1883","US"
"1884","US"
"1885","US"
"1888","US"
"1889","ES"
"1889","FR"
"1890","US"
"1891","US"
"1892","US"
"1893","US"
"1894","US"
"1895","US"
"1896","ES"
"1540","CA"
"28449","US"
"28441","US"
"27544","HK"
"28440","US"
"1899","FR"
"1902","ES"
"1903","US"
"1887","FR"
"1905","DE"
"1906","DD"
"1907","TH"
"1908","US"
"1909","US"
"1910","DE"
"1910","MA"
"1912","DE"
"1913","ES"
"1914","DE"
"1915","DE"
"1916","US"
"1917","FR"
"1918","IL"
"1919","CA"
"1920","US"
"1921","US"
"1922","BE"
"1922","DE"
"1922","FR"
"1923","US"
"1924","US"
"1924","GB"
"1925","DE"
"1926","FR"
"1926","US"
"1926","BA"
"1926","BF"
"1926","EG"
"1926","GB"
"1926","IL"
"1926","IN"
"1926","JP"
"1926","MX"
"1926","IR"
"1927","US"
"64512","CA"
"1933","ES"
"1934","US"
"1282","US"
"1935","FR"
"1936","CA"
"1940","US"
"1939","US"
"1937","US"
"1938","US"
"1945","US"
"1946","CA"
"1947","US"
"1948","US"
"1950","US"
"1951","US"
"1955","GB"
"1955","US"
"1956","US"
"1957","US"
"1954","US"
"1958","FR"
"1959","GB"
"1961","US"
"1962","DE"
"1963","KR"
"1964","DE"
"1965","US"
"1966","US"
"1967","US"
