"image_id","object_id","object_type","image_version"
"5499","4656","Movie","1"
"5500","4657","Movie","1"
"5501","4658","Movie","1"
"5502","4530","Movie","1"
"5503","4531","Movie","1"
"5504","4538","Movie","1"
"5505","4654","Movie","1"
"5506","4659","Movie","2"
"5507","4660","Movie","2"
"5509","4662","Movie","1"
"5510","4663","Movie","1"
"5511","4664","Movie","1"
"5512","4665","Movie","1"
"5513","4666","Movie","1"
"5514","4667","Movie","1"
"5515","4668","Movie","1"
"5516","4669","Movie","1"
"5517","4670","Movie","1"
"5518","4671","Movie","1"
"5519","4672","Movie","1"
"5520","4673","Movie","1"
"5521","4674","Movie","1"
"5522","4675","Movie","1"
"5523","38862","Person","2"
"5524","4677","Movie","1"
"5525","4676","Movie","1"
"5526","4684","Movie","1"
"5527","4546","Movie","1"
"5528","4686","Movie","3"
"5529","4548","Movie","1"
"5530","4687","Movie","2"
"5531","18177","Person","2"
"5532","17576","Person","2"
"5534","38901","Person","3"
"5535","4685","Movie","1"
"5536","34027","Person","2"
"5537","4688","Movie","1"
"5538","4556","Movie","1"
"5539","4559","Movie","3"
"5540","4690","Movie","1"
"5541","4691","Movie","1"
"5542","4692","Movie","1"
"5544","682","Person","2"
"5545","4611","Movie","1"
"5546","38542","Person","2"
"5547","2222","Person","4"
"5549","35319","Person","2"
"5550","4693","Movie","1"
"5553","4697","Movie","1"
"5554","4698","Movie","1"
"5555","4699","Movie","1"
"5557","827","Person","2"
"5558","14730","Person","4"
"5559","4706","Movie","1"
"5560","14298","Person","1"
"5561","22476","Person","2"
"5562","4454","Movie","1"
"5563","4707","Movie","2"
"5564","4709","Movie","2"
"5565","4708","Movie","1"
"5566","24483","Person","1"
"5567","4702","Movie","1"
"5568","24801","Person","1"
"5569","4374","Movie","1"
"5570","4375","Movie","1"
"5571","4370","Movie","1"
"5572","4373","Movie","1"
"5573","4710","Movie","2"
"5574","4616","Movie","1"
"5575","4615","Movie","1"
"5576","4397","Movie","2"
"5577","4711","Movie","1"
"5578","4712","Movie","1"
"5579","4713","Movie","1"
"5580","4714","Movie","2"
"5581","4715","Movie","1"
"5582","4716","Movie","1"
"5583","4717","Movie","1"
"5584","4718","Movie","1"
"5586","4719","Movie","1"
"5588","24380","Person","3"
"5589","24880","Person","2"
"5591","20800","Person","3"
"5592","2192","Person","2"
"5593","1958","Person","3"
"5594","4720","Movie","1"
"5596","4721","Movie","1"
"5597","3537","Person","1"
"5598","24423","Person","2"
"5599","4722","Movie","1"
"5601","4723","Movie","1"
"5602","4724","Movie","1"
"5603","4725","Movie","1"
"5604","4726","Movie","1"
"5605","4368","Movie","1"
"5606","4618","Movie","1"
"5607","4733","Movie","3"
"5608","18566","Person","2"
"5609","4638","Movie","1"
"5611","32089","Person","2"
"5612","4735","Movie","1"
"5613","39156","Person","2"
"5615","39208","Person","2"
"5616","4736","Movie","1"
"5617","4738","Movie","1"
"5618","4739","Movie","1"
"5619","4689","Movie","1"
"5620","4740","Movie","1"
"5621","4741","Movie","1"
"5623","4742","Movie","1"
"5624","9765","Person","2"
"5625","4743","Movie","1"
"5626","24489","Person","1"
"5627","4744","Movie","1"
"5628","4745","Movie","1"
"5629","28277","Person","1"
"5630","4746","Movie","1"
"5631","3777","Movie","1"
"5632","4748","Movie","1"
"5633","4747","Movie","1"
"5634","4750","Movie","1"
"5636","4749","Movie","1"
"5637","4751","Movie","1"
"5638","4752","Movie","2"
"5639","4753","Movie","2"
"5640","4754","Movie","1"
"5641","4755","Movie","1"
"5642","4756","Movie","2"
"5643","4756","Movie","1"
"5644","4757","Movie","2"
"5645","4758","Movie","1"
"5646","4759","Movie","1"
"5647","4760","Movie","2"
"5648","4761","Movie","2"
"5649","4762","Movie","2"
"5651","24468","Person","1"
"5652","39283","Person","2"
"5653","39329","Person","1"
"5654","39330","Person","1"
"5655","4764","Movie","1"
"5656","4765","Movie","1"
"5657","12748","Person","2"
"5659","4766","Movie","1"
"5660","38160","Person","2"
"5661","4767","Movie","2"
"5665","4630","Movie","1"
"5667","245","Character","1"
"5668","4771","Movie","4"
"5669","4772","Movie","1"
"5671","4970","Person","2"
"5672","4971","Person","2"
"5674","11147","Person","3"
"5675","12021","Person","2"
"5676","3722","Person","3"
"5684","4780","Movie","2"
"5685","4781","Movie","1"
"5686","4678","Movie","1"
"5687","4679","Movie","1"
"5688","24688","Person","2"
"5689","4680","Movie","1"
"5690","4681","Movie","1"
"5691","4683","Movie","1"
"5692","4700","Movie","1"
"5694","4782","Movie","1"
"5695","4785","Movie","1"
"5696","4787","Movie","1"
"5699","4792","Movie","1"
"5700","4789","Movie","1"
"5701","24690","Person","4"
"5702","4788","Movie","1"
"5703","36909","Person","1"
"5704","936","Person","2"
"5705","21541","Person","3"
"5706","4790","Movie","2"
"5715","4798","Movie","2"
"5716","4805","Movie","1"
"5717","4329","Movie","1"
"5718","38832","Person","3"
"5720","4813","Movie","1"
"5721","4814","Movie","1"
"5723","4816","Movie","1"
"5724","4369","Movie","1"
"5725","4815","Movie","2"
"5726","4701","Movie","1"
"5727","4703","Movie","1"
"5728","4704","Movie","1"
"5729","4705","Movie","1"
"5730","4817","Movie","1"
"5731","4818","Movie","1"
"5732","4819","Movie","2"
"5733","4807","Movie","1"
"5734","4826","Movie","1"
"5735","4827","Movie","1"
"5736","4828","Movie","1"
"5737","4829","Movie","1"
"5738","4830","Movie","1"
"5739","4831","Movie","1"
"5740","4834","Movie","1"
"5741","4832","Movie","4"
"5742","4835","Movie","3"
"5743","4836","Movie","1"
"5744","4837","Movie","1"
"5745","4838","Movie","1"
"5748","4840","Movie","1"
"5749","25045","Person","2"
"5750","4842","Movie","2"
"5752","4841","Movie","3"
"5753","4844","Movie","1"
"5754","4845","Movie","1"
"5755","20285","Person","2"
"5756","4846","Movie","1"
"5757","4800","Movie","1"
"5759","4847","Movie","1"
"5760","4848","Movie","1"
"5762","4856","Movie","1"
"5763","4855","Movie","1"
"5764","4854","Movie","1"
"5765","4853","Movie","1"
"5766","4849","Movie","1"
"5767","4850","Movie","2"
"5768","4851","Movie","2"
"5769","4852","Movie","1"
"5770","39491","Person","1"
"5771","4857","Movie","2"
"5772","4960","Person","4"
"5773","4858","Movie","2"
"5774","4859","Movie","1"
"5775","4860","Movie","1"
"5776","4861","Movie","1"
"5777","4862","Movie","1"
"5778","4864","Movie","1"
"5779","4865","Movie","1"
"5780","4866","Movie","1"
"5781","4867","Movie","2"
"5782","4869","Movie","1"
"5783","4868","Movie","1"
"5784","4870","Movie","1"
"5785","4871","Movie","1"
"5786","4872","Movie","1"
"5787","4873","Movie","1"
"5788","4874","Movie","1"
"5789","4875","Movie","1"
"5790","4876","Movie","2"
"5791","4877","Movie","2"
"5792","4878","Movie","1"
"5793","4880","Movie","3"
"5795","4879","Movie","1"
"5796","39753","Person","2"
"5797","4881","Movie","1"
"5798","29623","Person","2"
"5800","4882","Movie","1"
"5801","4885","Movie","1"
"5802","4886","Movie","1"
"5803","4883","Movie","1"
"5804","4884","Movie","1"
"5805","10268","Person","2"
"5809","30351","Person","2"
"5812","4889","Movie","2"
"5813","3895","Person","3"
"5814","4891","Movie","1"
"5815","9857","Person","2"
"5816","39816","Person","2"
"5817","4727","Movie","1"
"5818","4728","Movie","1"
"5819","4729","Movie","1"
"5820","4730","Movie","1"
"5821","4731","Movie","2"
"5822","4732","Movie","1"
"5823","4893","Movie","2"
"5824","4892","Movie","2"
"5825","4894","Movie","1"
"5826","4896","Movie","1"
"5827","4897","Movie","1"
"5828","25154","Person","2"
"5830","4898","Movie","1"
"5831","25854","Person","2"
"5832","4899","Movie","1"
"5833","4900","Movie","1"
"5834","35066","Person","1"
"5835","30120","Person","1"
"5836","4901","Movie","1"
"5837","9221","Person","2"
"5838","4902","Movie","1"
"5839","4903","Movie","1"
"5840","8963","Person","3"
"5842","8783","Person","2"
"5843","2406","Person","3"
"5844","4895","Movie","1"
"5845","4904","Movie","1"
"5847","4906","Movie","1"
"5848","4907","Movie","1"
"5849","4908","Movie","1"
"5850","4909","Movie","1"
"5852","28853","Person","1"
"5853","4910","Movie","1"
"5854","39969","Person","1"
"5855","91","Movie","1"
"5856","4911","Movie","1"
"5857","4913","Movie","1"
"5858","4912","Movie","1"
"5859","4888","Movie","1"
"5860","4914","Movie","3"
"5861","4915","Movie","2"
"5862","4919","Movie","2"
"5863","4921","Movie","1"
"5864","6263","Person","3"
"5865","5471","Person","2"
"5866","4918","Movie","1"
"5867","593","Person","2"
"5868","4887","Movie","2"
"5869","4923","Movie","3"
"5871","28652","Person","1"
"5872","4917","Movie","1"
"5873","25129","Person","4"
"5874","4916","Movie","1"
"5875","28412","Person","2"
"5876","4924","Movie","1"
"5877","4925","Movie","1"
"5878","4926","Movie","2"
"5879","4928","Movie","1"
"5880","40056","Person","2"
"5881","4929","Movie","5"
"5882","4791","Movie","1"
"5883","4799","Movie","1"
"5884","4930","Movie","3"
"5885","4931","Movie","2"
"5886","4822","Movie","2"
"5887","4932","Movie","2"
"5888","4933","Movie","2"
"5889","12149","Person","2"
"5890","1990","Movie","1"
"5891","4934","Movie","1"
"5892","4068","Person","2"
"5893","4935","Movie","1"
"5894","4937","Movie","1"
"5895","18666","Person","1"
"5896","4936","Movie","1"
"5897","19401","Person","2"
"5898","4938","Movie","2"
"5899","40201","Person","2"
"5900","178","User","1"
"5901","10774","Person","2"
"5902","30290","Person","3"
"5903","40207","Person","2"
"5904","18735","Person","4"
"5905","8237","Person","2"
"5906","4939","Movie","2"
"5907","4940","Movie","1"
"5908","4920","Movie","1"
"5910","40173","Person","2"
"5911","6837","Person","2"
"5912","30551","Person","2"
"5913","4376","Movie","1"
"5915","4945","Movie","1"
"5916","4949","Movie","1"
"5917","4950","Movie","4"
"5918","4423","Movie","1"
"5919","4951","Movie","1"
"5920","2769","Person","3"
"5922","4943","Movie","1"
"5923","4953","Movie","2"
"5924","4946","Movie","3"
"5925","4947","Movie","1"
"5926","4948","Movie","1"
"5927","4371","Movie","1"
"5928","4952","Movie","2"
"5929","4954","Movie","2"
"5930","4955","Movie","4"
"5931","4958","Movie","1"
"5932","4960","Movie","1"
"5933","4961","Movie","1"
"5934","4956","Movie","1"
"5935","4963","Movie","1"
"5936","4962","Movie","1"
"5938","3556","Person","2"
"5939","31678","Person","1"
"5940","4965","Movie","1"
"5941","4967","Movie","1"
"5942","4968","Movie","1"
"5943","4970","Movie","1"
"5944","4971","Movie","1"
"5945","4972","Movie","1"
"5946","4974","Movie","1"
"5947","4973","Movie","1"
"5948","4976","Movie","1"
"5949","4977","Movie","1"
"5950","4978","Movie","1"
"5951","4979","Movie","1"
"5952","4983","Movie","1"
"5953","16475","Person","3"
"5954","4984","Movie","2"
"5955","4985","Movie","3"
"5956","4986","Movie","1"
"5957","4987","Movie","1"
"5959","4988","Movie","1"
"5960","4975","Movie","1"
"5961","4989","Movie","1"
"5962","4982","Movie","1"
"5963","40408","Person","2"
"5964","4991","Movie","1"
"5965","3398","Person","2"
"5966","4990","Movie","1"
"5967","4992","Movie","1"
"5968","4993","Movie","1"
"5969","4927","Movie","1"
"5970","4468","Movie","1"
"5971","4995","Movie","1"
"5972","16431","Person","5"
"5973","4999","Movie","2"
"5974","12274","Person","2"
"5975","5000","Movie","1"
"5976","5001","Movie","1"
"5977","5002","Movie","1"
"5980","38761","Person","2"
"5981","5003","Movie","1"
"5982","5004","Movie","3"
"5983","5033","Movie","2"
"5984","5035","Movie","2"
"5986","8349","Person","2"
"5988","22590","Person","2"
"5989","5037","Movie","4"
"5991","4810","Movie","1"
"5992","5040","Movie","1"
"5993","7121","Person","2"
"5994","7107","Person","2"
"5995","40619","Person","2"
"5997","5049","Movie","1"
"5998","5050","Movie","1"
"5999","5048","Movie","1"
"6000","5047","Movie","1"
"6001","5051","Movie","1"
"6002","30309","Person","2"
"6003","5053","Movie","1"
"6004","5052","Movie","1"
"6005","29902","Person","3"
"6006","29903","Person","1"
"6007","5054","Movie","1"
"6008","40914","Person","1"
"6009","5055","Movie","1"
"6010","5056","Movie","1"
"6011","5058","Movie","1"
"6012","12497","Person","1"
"6013","9768","Person","1"
"6018","40904","Person","2"
"6020","3836","Person","2"
"6021","30962","Person","1"
"6022","33801","Person","3"
"6023","20510","Person","2"
"6024","40921","Person","2"
"6025","40945","Person","2"
"6026","5061","Movie","1"
"6027","5064","Movie","1"
"6028","5060","Movie","1"
"6029","5065","Movie","1"
"6030","5059","Movie","1"
"6031","5066","Movie","1"
"6032","40942","Person","2"
"6034","40949","Person","1"
"6037","5067","Movie","1"
"6038","5068","Movie","1"
"6039","15397","Person","2"
"6040","5069","Movie","3"
"6042","5062","Movie","1"
"6043","5063","Movie","1"
"6044","41014","Person","2"
"6045","4964","Movie","1"
"6046","8771","Person","3"
"6047","5070","Movie","2"
"6048","41029","Person","2"
"6049","5071","Movie","1"
"6050","36836","Person","2"
"6051","5073","Movie","1"
"6052","17499","Person","1"
"6053","20530","Person","2"
"6054","20853","Person","2"
"6056","5075","Movie","1"
"6057","5076","Movie","1"
"6058","1977","Person","3"
"6060","41057","Person","1"
"6063","5084","Movie","1"
"6064","4966","Movie","1"
"6065","5086","Movie","1"
"6066","5079","Movie","2"
"6067","3281","Person","2"
"6069","41161","Person","1"
"6072","4996","Movie","1"
"6073","4997","Movie","1"
"6074","4998","Movie","1"
"6076","5005","Movie","1"
"6077","5006","Movie","1"
"6078","5007","Movie","1"
"6079","5008","Movie","1"
"6080","5009","Movie","1"
"6081","5010","Movie","1"
"6082","5011","Movie","1"
"6083","5012","Movie","1"
"6084","5013","Movie","1"
"6085","5014","Movie","1"
"6086","5015","Movie","1"
"6087","5016","Movie","1"
"6088","5017","Movie","1"
"6089","5018","Movie","1"
"6090","5019","Movie","1"
"6091","5020","Movie","1"
"6092","5021","Movie","1"
"6093","5022","Movie","1"
"6094","5023","Movie","1"
"6095","5024","Movie","1"
"6096","5025","Movie","1"
"6097","5027","Movie","1"
"6098","5029","Movie","1"
"6099","5030","Movie","1"
"6100","5031","Movie","1"
"6102","5034","Movie","4"
"6103","7676","Person","2"
"6104","5122","Movie","2"
"6106","5123","Movie","5"
"6107","5124","Movie","2"
"6109","5125","Movie","1"
"6110","5126","Movie","2"
"6111","41340","Person","2"
"6112","8238","Person","4"
"6113","5137","Movie","1"
"6114","3295","Movie","1"
"6115","3296","Movie","1"
"6116","3297","Movie","1"
"6117","3298","Movie","1"
"6118","3299","Movie","1"
"6119","3300","Movie","1"
"6120","3301","Movie","1"
"6121","3302","Movie","1"
"6122","3303","Movie","1"
"6123","3304","Movie","1"
"6124","1501","Movie","4"
"6125","5036","Movie","1"
"6126","5139","Movie","1"
"6127","5143","Movie","1"
"6128","5144","Movie","1"
"6129","5145","Movie","2"
"6130","5146","Movie","2"
"6131","4643","Movie","1"
"6132","5147","Movie","2"
"6133","5150","Movie","3"
"6134","26395","Person","3"
"6135","4839","Movie","2"
"6136","5157","Movie","2"
"6137","4645","Movie","2"
"6138","4695","Movie","1"
"6139","4806","Movie","1"
"6141","4808","Movie","1"
"6143","41711","Person","3"
"6144","4592","Person","2"
"6146","4809","Movie","1"
"6147","5160","Movie","1"
"6148","4823","Movie","1"
"6149","4824","Movie","1"
"6150","4825","Movie","1"
"6151","4820","Movie","1"
"6152","5163","Movie","1"
"6153","15189","Person","4"
"6154","4811","Movie","1"
"6155","5165","Movie","2"
"6156","5168","Movie","2"
"6157","5072","Movie","2"
"6158","5164","Movie","1"
"6159","5169","Movie","1"
"6160","5171","Movie","1"
"6161","5174","Movie","1"
"6162","5175","Movie","1"
"6163","5172","Movie","2"
"6164","5177","Movie","1"
"6165","5170","Movie","1"
"6166","5180","Movie","1"
"6167","5181","Movie","1"
"6168","5081","Movie","3"
"6171","5184","Movie","1"
"6172","5183","Movie","2"
"6175","5182","Movie","1"
"6177","41957","Person","1"
"6179","13021","Person","3"
"6182","5186","Movie","3"
"6183","5127","Movie","2"
"6184","7447","Person","4"
"6185","9045","Person","3"
"6186","5179","Movie","1"
"6187","5187","Movie","3"
"6190","5189","Movie","2"
"6191","5190","Movie","1"
"6192","5191","Movie","1"
"6193","5192","Movie","1"
"6194","5193","Movie","1"
"6195","5194","Movie","1"
"6196","5197","Movie","1"
"6197","5121","Movie","1"
"6198","5128","Movie","1"
"6199","5201","Movie","1"
"6200","19549","Person","2"
"6201","5202","Movie","6"
"6202","5205","Movie","1"
"6203","14061","Person","3"
"6206","5203","Movie","1"
"6212","21369","Person","2"
"6215","5233","Movie","1"
"6216","5234","Movie","1"
"6219","18197","Person","5"
"6221","5235","Movie","1"
"6222","5236","Movie","2"
"6223","5237","Movie","2"
"6224","32645","Person","3"
"6226","41683","Person","1"
"6227","36992","Person","2"
"6228","5227","Movie","1"
"6230","5228","Movie","1"
"6231","5176","Movie","1"
"6235","5244","Movie","3"
"6238","5245","Movie","1"
"6242","42250","Person","2"
"6243","42255","Person","3"
"6246","5241","Movie","2"
"6248","5248","Movie","3"
"6249","5247","Movie","1"
"6250","6913","Person","2"
"6251","19957","Person","2"
"6252","42307","Person","2"
"6253","16215","Person","2"
"6254","5238","Movie","1"
"6256","1743","Person","2"
"6257","5239","Movie","1"
"6260","6726","Person","2"
"6263","10670","Person","2"
"6268","5240","Movie","2"
"6271","42329","Person","2"
"6272","5538","Person","2"
"6273","4173","Person","2"
"6274","1063","Category","1"
"6275","5255","Movie","2"
"6276","5256","Movie","2"
"6279","5257","Movie","2"
"6281","5258","Movie","3"
"6282","4812","Movie","1"
"6283","5140","Movie","1"
"6284","5141","Movie","1"
"6285","5142","Movie","1"
"6286","5148","Movie","1"
"6287","5151","Movie","1"
"6288","5152","Movie","1"
"6289","5153","Movie","1"
"6290","5155","Movie","1"
"6291","5156","Movie","1"
"6292","5261","Movie","2"
"6293","5200","Movie","1"
"6294","5204","Movie","1"
"6295","5206","Movie","1"
"6296","5208","Movie","2"
"6297","5209","Movie","2"
"6298","5210","Movie","1"
"6299","5211","Movie","1"
"6300","5212","Movie","1"
"6301","5213","Movie","1"
"6302","5214","Movie","1"
"6303","5215","Movie","1"
"6304","5216","Movie","1"
"6305","5217","Movie","1"
"6306","5218","Movie","1"
"6307","5219","Movie","1"
"6308","5220","Movie","1"
"6309","5221","Movie","2"
"6310","5222","Movie","1"
"6311","5223","Movie","1"
"6312","5224","Movie","1"
"6313","5225","Movie","1"
"6314","5259","Movie","4"
"6315","5263","Movie","1"
"6318","5264","Movie","1"
"6320","42517","Person","1"
"6321","5265","Movie","1"
"6327","5266","Movie","1"
"6330","5267","Movie","1"
"6332","5269","Movie","1"
"6333","42558","Person","2"
"6335","5272","Movie","2"
"6336","5271","Movie","1"
"6337","5275","Movie","2"
"6338","5273","Movie","1"
"6339","5278","Movie","1"
"6340","5277","Movie","2"
"6341","5280","Movie","1"
"6342","5274","Movie","1"
"6343","5276","Movie","2"
"6345","42564","Person","4"
"6346","2040","Person","4"
"6347","1923","Person","2"
"6348","42565","Person","3"
"6349","5270","Movie","1"
"6351","5242","Movie","1"
"6352","5281","Movie","1"
"6354","42649","Person","1"
"6355","5282","Movie","2"
"6357","42652","Person","1"
"6358","7026","Person","2"
"6359","5049","Person","2"
"6360","5283","Movie","1"
"6362","5285","Movie","2"
"6363","5284","Movie","3"
"6364","5286","Movie","2"
"6366","42678","Person","3"
"6369","5287","Movie","1"
"6370","42704","Person","1"
"6373","37600","Person","2"
"6375","5289","Movie","1"
"6376","5290","Movie","1"
"6377","42715","Person","2"
"6378","5291","Movie","3"
"6382","42721","Person","1"
"6383","5292","Movie","2"
"6384","5296","Movie","1"
"6386","5297","Movie","1"
"6388","5298","Movie","1"
"6389","42744","Person","1"
"6390","42743","Person","2"
"6393","5299","Movie","4"
"6395","5302","Movie","1"
"6396","5243","Movie","1"
"6399","5306","Movie","1"
"6400","5305","Movie","1"
"6401","5307","Movie","1"
"6403","42186","Person","2"
"6406","12640","Person","3"
"6407","5279","Movie","3"
"6412","5316","Movie","2"
"6417","5252","Movie","1"
"6418","2150","Movie","1"
"6419","5319","Movie","3"
"6420","42801","Person","3"
"6434","15735","Person","2"
"6435","18325","Person","2"
"6438","27554","Person","2"
"6439","28641","Person","4"
"6440","5334","Movie","1"
"6441","5335","Movie","1"
"6442","12520","Person","2"
"6443","18340","Person","3"
"6444","18227","Person","2"
"6446","5336","Movie","3"
"6448","1159","Person","2"
"6456","5338","Movie","1"
"6483","42965","Person","1"
"6499","5375","Movie","2"
"6501","43012","Person","1"
"6502","43011","Person","2"
"6505","7694","Person","2"
"6517","27568","Person","2"
"6545","5393","Movie","1"
"6546","5402","Movie","2"
"6547","5403","Movie","2"
"6549","5413","Movie","1"
"6551","43232","Person","2"
"6553","5426","Movie","1"
"6554","5427","Movie","1"
"6555","5428","Movie","3"
"6556","5429","Movie","1"
"6557","5430","Movie","1"
"6558","5431","Movie","1"
"6559","5432","Movie","1"
"6560","5433","Movie","1"
"6562","43246","Person","2"
"6565","5435","Movie","2"
"6566","5436","Movie","1"
"6567","5437","Movie","1"
"6568","5438","Movie","1"
"6573","43051","Person","2"
"6576","5442","Movie","1"
"6577","5443","Movie","1"
"6578","43322","Person","2"
"6580","5447","Movie","1"
"6583","5445","Movie","1"
"6584","43348","Person","4"
"6585","5304","Movie","1"
"6586","5457","Movie","1"
"6587","5458","Movie","1"
"6588","43427","Person","2"
"6589","9273","Person","2"
"6590","13920","Person","2"
"6592","43432","Person","2"
"6593","5460","Movie","1"
"6594","43443","Person","2"
"6595","43445","Person","1"
"6598","5465","Movie","2"
"6599","5459","Movie","2"
"6600","5461","Movie","1"
"6601","5464","Movie","1"
"6602","5463","Movie","2"
"6604","43496","Person","1"
"6606","43490","Person","2"
"6607","22190","Person","2"
"6608","26332","Person","2"
"6609","26532","Person","3"
"6612","5470","Movie","1"
"6613","25702","Person","2"
"6614","5471","Movie","1"
"6615","5472","Movie","3"
"6616","5473","Movie","2"
"6620","5462","Movie","1"
"6621","8799","Person","2"
"6623","28368","Person","4"
"6626","5511","Person","2"
"6627","5510","Person","2"
"6629","16782","Person","2"
"6631","6093","Person","3"
"6634","5441","Movie","1"
"6635","5448","Movie","1"
"6636","5454","Movie","1"
"6637","5466","Movie","1"
"6638","5467","Movie","1"
"6639","5468","Movie","1"
"6641","21748","Person","2"
"6642","3491","Person","3"
"6644","8196","Person","2"
"6645","1852","Person","3"
"6646","5488","Movie","1"
"6648","5489","Movie","3"
"6652","5491","Movie","1"
"6654","5492","Movie","1"
"6655","5493","Movie","2"
"6656","5332","Movie","1"
"6657","5333","Movie","1"
"6660","16442","Person","2"
"6661","3623","Person","2"
"6664","5494","Movie","1"
"6665","5495","Movie","1"
"6673","5496","Movie","1"
"6674","5497","Movie","1"
"6677","22571","Person","3"
"6679","5499","Movie","2"
"6681","5500","Movie","1"
"6684","5501","Movie","1"
"6694","8635","Person","1"
"6695","4994","Movie","1"
"6696","5503","Movie","1"
"6697","1812","Person","2"
"6698","5505","Movie","1"
"6699","5129","Movie","1"
"6700","5130","Movie","1"
"6701","5131","Movie","1"
"6702","5132","Movie","1"
"6703","5133","Movie","1"
"6704","5134","Movie","1"
"6705","5135","Movie","1"
"6706","5136","Movie","1"
"6707","5507","Movie","1"
"6708","23220","Person","2"
"6710","43795","Person","1"
"6711","43798","Person","1"
"6712","5508","Movie","4"
"6715","43809","Person","1"
"6716","5509","Movie","3"
"6718","10346","Person","1"
"6719","5511","Movie","1"
"6720","31169","Person","2"
"6723","43835","Person","1"
"6725","43837","Person","1"
"6726","5506","Movie","2"
"6727","43843","Person","1"
"6728","5516","Movie","1"
"6729","5515","Movie","1"
"6730","43855","Person","1"
"6732","43857","Person","1"
"6733","5517","Movie","1"
"6734","5518","Movie","1"
"6736","5519","Movie","4"
"6737","5970","Person","3"
"6738","5520","Movie","2"
"6739","8534","Person","2"
"6740","20","Person","3"
"6741","29791","Person","2"
"6744","5521","Movie","2"
"6745","43903","Person","2"
"6747","43916","Person","1"
"6748","43917","Person","1"
"6750","43928","Person","2"
"6752","5523","Movie","1"
"6753","43942","Person","1"
"6755","5524","Movie","5"
"6757","43966","Person","1"
"6759","5525","Movie","1"
"6760","43975","Person","2"
"6761","43976","Person","1"
"6762","5526","Movie","2"
"6763","5527","Movie","2"
"6764","1907","Person","2"
"6765","43986","Person","1"
"6766","5528","Movie","2"
"6767","5544","Movie","2"
"6768","5546","Movie","1"
"6769","19578","Person","2"
"6771","5547","Movie","6"
"6772","5548","Movie","2"
"6773","44038","Person","2"
"6774","27811","Person","3"
"6776","5549","Movie","1"
"6777","317","Character","1"
"6778","5550","Movie","1"
"6781","44059","Person","1"
"6782","5551","Movie","2"
"6785","7571","Person","2"
"6786","5552","Movie","1"
"6787","44078","Person","2"
"6788","44079","Person","3"
"6790","5555","Movie","1"
"6791","5556","Movie","2"
"6792","44096","Person","1"
"6793","5559","Movie","2"
"6794","5557","Movie","2"
"6795","5560","Movie","1"
"6796","5561","Movie","2"
"6797","5421","Movie","1"
"6798","5563","Movie","2"
"6799","5565","Movie","5"
"6800","5566","Movie","2"
"6803","5567","Movie","1"
"6804","5568","Movie","1"
"6805","5569","Movie","1"
"6806","5570","Movie","1"
"6807","5571","Movie","1"
"6808","5572","Movie","1"
"6809","5573","Movie","1"
"6810","5574","Movie","1"
"6811","5575","Movie","1"
"6812","5576","Movie","1"
"6813","5577","Movie","1"
"6814","5589","Movie","1"
"6815","5591","Movie","1"
"6816","5590","Movie","1"
"6817","44212","Person","2"
"6818","11731","Person","2"
"6819","44221","Person","2"
"6820","44222","Person","3"
"6821","38334","Person","2"
"6822","44104","Person","2"
"6823","5558","Movie","1"
"6824","22588","Person","2"
"6825","5562","Movie","1"
"6826","5592","Movie","1"
"6827","5578","Movie","2"
"6828","5579","Movie","1"
"6829","5580","Movie","1"
"6830","5581","Movie","1"
"6831","5582","Movie","1"
"6832","5593","Movie","2"
"6833","5583","Movie","1"
"6834","5584","Movie","1"
"6835","5585","Movie","1"
"6836","5586","Movie","1"
"6837","5587","Movie","1"
"6838","5588","Movie","1"
"6839","5594","Movie","1"
"6840","5595","Movie","1"
"6841","5596","Movie","1"
"6842","5598","Movie","1"
"6843","5597","Movie","1"
"6844","10257","Person","2"
"6845","24372","Person","2"
"6846","5601","Movie","1"
"6847","5602","Movie","1"
"6848","5603","Movie","1"
"6849","5604","Movie","1"
"6850","5605","Movie","1"
"6851","5606","Movie","2"
"6852","5607","Movie","1"
"6853","5608","Movie","1"
"6855","44346","Person","1"
"6856","5609","Movie","1"
"6857","5612","Movie","1"
"6858","5613","Movie","1"
"6859","10627","Person","2"
"6860","5614","Movie","1"
"6861","5615","Movie","1"
"6862","5616","Movie","1"
"6863","5619","Movie","4"
"6864","5618","Movie","1"
"6865","25180","Person","3"
"6866","5617","Movie","1"
"6867","35046","Person","1"
"6868","44358","Person","1"
"6869","30956","Person","2"
"6870","5622","Movie","1"
"6871","5623","Movie","1"
"6872","5624","Movie","1"
"6873","5621","Movie","2"
"6874","5625","Movie","1"
"6875","5626","Movie","1"
"6876","28568","Person","2"
"6877","33719","Person","2"
"6878","33720","Person","1"
"6879","5620","Movie","1"
"6881","5627","Movie","1"
"6882","36010","Person","3"
"6883","22686","Person","2"
"6885","5629","Movie","1"
"6886","5422","Movie","2"
"6887","5424","Movie","1"
"6888","5425","Movie","1"
"6889","5633","Movie","1"
"6890","5434","Movie","1"
"6891","5632","Movie","1"
"6892","5631","Movie","1"
"6893","5630","Movie","1"
"6894","5635","Movie","1"
"6895","5634","Movie","1"
"6896","5639","Movie","1"
"6897","5636","Movie","1"
"6898","16818","Person","2"
"6899","5640","Movie","1"
"6900","5641","Movie","2"
"6901","5642","Movie","2"
"6904","5638","Movie","1"
"6905","5645","Movie","1"
"6906","44579","Person","1"
"6907","4590","Person","2"
